Player,AVG,position,year,search_full_name,player_id
Quintez Cephus ,275.0,WR,2021,quintezcephus,6895
Mo Alie-Cox,278.0,TE,2021,moaliecox,4054
Dee Eskridge,281.0,WR,2021,deeeskridge,7612
Drew Lock,282.0,QB,2021,drewlock,5854
Tim Patrick,283.0,WR,2021,timpatrick,4351
Anthony McFarland Jr.,286.0,RB,2021,anthonymcfarland,6878
Jimmy Graham,288.0,TE,2021,jimmygraham,616
Adam Humphries,289.0,WR,2021,adamhumphries,2822
Amari Rodgers,290.0,WR,2021,amarirodgers,7540
DeeJay Dallas,293.0,RB,2021,deejaydallas,6931
Jake Funk,295.0,RB,2021,jakefunk,7771
Zach Pascal,296.0,WR,2021,zachpascal,4319
Jack Doyle,297.5,TE,2021,jackdoyle,1706
Cam Akers,298.0,RB,2021,camakers,6938
Will Dissly,299.0,TE,2021,willdissly,5010
Javian Hawkins,300.0,RB,2021,javianhawkins,7563
J.J. Taylor,301.0,RB,2021,jjtaylor,6973
Kylin Hill ,302.0,RB,2021,kylinhill,7572
Keelan Cole Sr.,306.0,WR,2021,keelancole,4622
JaMycal Hasty,306.5,RB,2021,jamycalhasty,6996
Harrison Bryant,307.0,TE,2021,harrisonbryant,6850
Preston Williams,308.0,WR,2021,prestonwilliams,6148
Antonio Callaway,309.0,WR,2021,antoniocallaway,5310
Kendrick Bourne,309.5,WR,2021,kendrickbourne,4454
David Njoku,310.0,TE,2021,davidnjoku,4033
Jordan Akins,311.0,TE,2021,jordanakins,5032
Demetric Felton Jr.,312.0,RB,2021,demetricfelton,7609
Rashard Higgins,313.0,WR,2021,rashardhiggins,3328
N'Keal Harry,314.0,WR,2021,nkealharry,
Olamide Zaccheaus,315.0,WR,2021,olamidezaccheaus,6271
Keke Coutee,316.0,WR,2021,kekecoutee,5007
Tyron Billy-Johnson,318.0,WR,2021,tyronbillyjohnson,6063
Jacob Harris,320.0,TE,2021,jacobharris,
Jalen Guyton,323.0,WR,2021,jalenguyton,6421
Kyle Rudolph,324.0,TE,2021,kylerudolph,943
Jacob Hollister,325.0,TE,2021,jacobhollister,4421
Eno Benjamin,326.0,RB,2021,enobenjamin,6951
Andy Dalton,327.0,QB,2021,andydalton,829
Matt Breida,328.0,RB,2021,mattbreida,4455
Elijah Mitchell,329.0,RB,2021,elijahmitchell,7561
Cordarrelle Patterson,331.0,RB,2021,cordarrellepatterson,1535
Duke Johnson Jr.,332.0,RB,2021,dukejohnson,2382
Marquise Goodwin,333.0,WR,2021,marquisegoodwin,1346
Anthony Miller,334.0,WR,2021,anthonymiller,5013
Michael Strachan,335.0,WR,2021,michaelstrachan,7944
D'Ernest Johnson,336.0,RB,2021,dernestjohnson,6694
Foster Moreau,337.0,TE,2021,fostermoreau,5985
Albert Okwuegbunam Jr.,339.0,TE,2021,albertokwuegbunam,6843
James Washington,340.0,WR,2021,jameswashington,5024
K.J. Osborn,341.0,WR,2021,kjosborn,7066
Khalil Herbert,343.0,RB,2021,khalilherbert,7608
Isaiah McKenzie,344.0,WR,2021,isaiahmckenzie,4197
Ihmir Smith-Marsette,345.0,WR,2021,ihmirsmithmarsette,7559
Cornell Powell,347.0,WR,2021,cornellpowell,7541
Collin Johnson,348.0,WR,2021,collinjohnson,6857
Scotty Miller,349.0,WR,2021,scottymiller,6290
Ke'Shawn Vaughn,350.0,RB,2021,keshawnvaughn,6885
Kalen Ballage,351.0,RB,2021,kalenballage,4994
Travis Fulgham,352.0,WR,2021,travisfulgham,6059
Devin Funchess,353.0,WR,2021,devinfunchess,
Royce Freeman,354.0,RB,2021,roycefreeman,5046
Brian Hill,355.0,RB,2021,brianhill,4187
Kylen Granson,356.0,TE,2021,kylengranson,7602
Albert Wilson,357.0,WR,2021,albertwilson,2025
Tutu Atwell,358.0,WR,2021,tutuatwell,7562
D'Onta Foreman,359.0,RB,2021,dontaforeman,4111
Jordan Howard,360.0,RB,2021,jordanhoward,3306
Devin Duvernay,361.0,WR,2021,devinduvernay,6847
Rodney Smith,362.0,WR,2021,rodneysmith,1631
Chris Conley,363.0,WR,2021,chrisconley,2381
Josh Adams,364.0,RB,2021,joshadams,5136
Noah Gray,365.0,TE,2021,noahgray,7828
Darwin Thompson,366.0,RB,2021,darwinthompson,6178
Josh Oliver,367.0,TE,2021,josholiver,5973
Tylan Wallace,368.0,WR,2021,tylanwallace,7595
Gardner Minshew II,369.0,QB,2021,gardnerminshew,6011
Derek Carrier,370.0,TE,2021,derekcarrier,1718
Tyler Johnson,371.0,WR,2021,tylerjohnson,6960
Kene Nwangwu,372.0,RB,2021,kenenwangwu,7720
Marcus Mariota,373.0,QB,2021,marcusmariota,2307
Gerrid Doaks,374.0,RB,2021,gerriddoaks,7539
La'Mical Perine,376.0,RB,2021,lamicalperine,6908
Jordan Love,377.0,QB,2021,jordanlove,6804
Devonta Freeman,378.0,RB,2021,devontafreeman,2168
Darren Fells,379.0,TE,2021,darrenfells,1592
Dez Fitzpatrick,381.0,WR,2021,dezfitzpatrick,7729
Adrian Peterson ,382.0,RB,2021,adrianpeterson,184
Andy Isabella,383.0,WR,2021,andyisabella,5915
Trent Sherfield Sr.,384.0,WR,2021,trentsherfield,5154
Mohamed Sanu Sr.,385.0,WR,2021,mohamedsanu,1071
Peyton Barber,386.0,RB,2021,peytonbarber,3594
Brevin Jordan,387.0,TE,2021,brevinjordan,7568
Patrick Ricard,388.0,RB,2021,patrickricard,
Tyler Ervin,389.0,RB,2021,tylerervin,3280
Dede Westbrook,390.0,WR,2021,dedewestbrook,4146
Devin Asiasi,391.0,TE,2021,devinasiasi,6956
Chad Henne,392.0,QB,2021,chadhenne,89
Alex Armah Jr.,393.0,RB,2021,alexarmah,
Greg Ward,394.0,WR,2021,gregward,6744
Mike Glennon,395.0,QB,2021,mikeglennon,1559
Cedrick Wilson Jr.,396.0,WR,2021,cedrickwilson,5113
Jalen Hurd,397.0,WR,2021,jalenhurd,5911
Daurice Fountain,398.0,WR,2021,dauricefountain,5102
Mitchell Trubisky,399.0,QB,2021,mitchelltrubisky,3976
Jordan Wilkins,400.0,RB,2021,jordanwilkins,5100
Jonathan Taylor,1.3,RB,2022,jonathantaylor,6813
Christian McCaffrey,1.8,RB,2022,christianmccaffrey,4034
Justin Jefferson,3.3,WR,2022,justinjefferson,6794
Cooper Kupp,4.0,WR,2022,cooperkupp,4039
Austin Ekeler,5.0,RB,2022,austinekeler,4663
Ja'Marr Chase,6.3,WR,2022,jamarrchase,7564
Dalvin Cook,7.8,RB,2022,dalvincook,4029
Najee Harris,8.3,RB,2022,najeeharris,7528
Derrick Henry,9.3,RB,2022,derrickhenry,3198
Stefon Diggs,10.3,WR,2022,stefondiggs,2449
Davante Adams,11.3,WR,2022,davanteadams,2133
Joe Mixon,11.5,RB,2022,joemixon,4018
Travis Kelce,13.3,TE,2022,traviskelce,1466
D'Andre Swift,13.8,RB,2022,dandreswift,6790
Saquon Barkley,15.5,RB,2022,saquonbarkley,4866
Alvin Kamara,16.5,RB,2022,alvinkamara,4035
CeeDee Lamb,17.0,WR,2022,ceedeelamb,6786
Javonte Williams,18.3,RB,2022,javontewilliams,7588
Deebo Samuel Sr.,19.0,WR,2022,deebosamuel,5872
Aaron Jones Sr.,21.0,RB,2022,aaronjones,4199
Tyreek Hill,22.0,WR,2022,tyreekhill,3321
Mark Andrews,22.3,TE,2022,markandrews,5012
Leonard Fournette,24.0,RB,2022,leonardfournette,3969
Josh Allen,26.0,QB,2022,joshallen,4984
Nick Chubb,26.0,RB,2022,nickchubb,4988
Mike Evans,26.0,WR,2022,mikeevans,2216
A.J. Brown,26.8,WR,2022,ajbrown,5859
Kyle Pitts Sr.,27.8,TE,2022,kylepitts,7553
Michael Pittman Jr.,28.5,WR,2022,michaelpittman,6819
Tee Higgins,31.0,WR,2022,teehiggins,6801
Keenan Allen,31.0,WR,2022,keenanallen,1479
James Conner,33.5,RB,2022,jamesconner,4137
DJ Moore,35.5,WR,2022,djmoore,4983
Mike Williams,36.3,WR,2022,mikewilliams,4068
Travis Etienne Jr.,36.3,RB,2022,travisetienne,7543
Justin Herbert,37.8,QB,2022,justinherbert,6797
Courtland Sutton,37.8,WR,2022,courtlandsutton,5045
Ezekiel Elliott,38.5,RB,2022,ezekielelliott,3164
Patrick Mahomes II,39.3,QB,2022,patrickmahomes,4046
Jaylen Waddle,43.3,WR,2022,jaylenwaddle,7526
Terry McLaurin,44.3,WR,2022,terrymclaurin,5927
Gabe Davis,44.5,WR,2022,gabedavis,6943
Lamar Jackson,44.8,QB,2022,lamarjackson,4881
Diontae Johnson,46.3,WR,2022,diontaejohnson,5937
Breece Hall,48.8,RB,2022,breecehall,8155
Allen Robinson II ,48.8,WR,2022,allenrobinson,1992
Marquise Brown,49.8,WR,2022,marquisebrown,5848
George Kittle,50.5,TE,2022,georgekittle,4217
Amon-Ra St. Brown,51.0,WR,2022,amonrastbrown,7547
Cam Akers,51.8,RB,2022,camakers,6938
David Montgomery,52.8,RB,2022,davidmontgomery,5892
Jalen Hurts,53.0,QB,2022,jalenhurts,6904
Brandin Cooks,53.3,WR,2022,brandincooks,2197
Darren Waller,53.5,TE,2022,darrenwaller,2505
JuJu Smith-Schuster,55.8,WR,2022,jujusmithschuster,4040
DK Metcalf,56.5,WR,2022,dkmetcalf,5846
Chris Godwin Jr.,56.5,WR,2022,chrisgodwin,4037
AJ Dillon,56.8,RB,2022,ajdillon,6828
Kyler Murray,57.5,QB,2022,kylermurray,5849
Jerry Jeudy,58.3,WR,2022,jerryjeudy,6783
Darnell Mooney,59.8,WR,2022,darnellmooney,7090
J.K. Dobbins,61.3,RB,2022,jkdobbins,6806
Joe Burrow,62.8,QB,2022,joeburrow,6770
Rashod Bateman,63.3,WR,2022,rashodbateman,7571
Elijah Mitchell,63.8,RB,2022,elijahmitchell,7561
Michael Thomas ,64.5,WR,2022,michaelthomas,3199
Dameon Pierce,66.0,RB,2022,dameonpierce,8129
Adam Thielen,67.3,WR,2022,adamthielen,1689
Dalton Schultz,69.8,TE,2022,daltonschultz,5001
Josh Jacobs,71.3,RB,2022,joshjacobs,5850
Elijah Moore,73.5,WR,2022,elijahmoore,7596
Russell Wilson,74.8,QB,2022,russellwilson,1234
Chase Edmonds,74.8,RB,2022,chaseedmonds,5000
Tom Brady,78.0,QB,2022,tombrady,167
Allen Lazard,78.5,WR,2022,allenlazard,5185
Brandon Aiyuk,78.8,WR,2022,brandonaiyuk,6803
Trey Lance,79.0,QB,2022,treylance,7610
Rhamondre Stevenson,79.3,RB,2022,rhamondrestevenson,7611
Amari Cooper,79.5,WR,2022,amaricooper,2309
Antonio Gibson ,80.3,RB,2022,antoniogibson,6945
Christian Kirk,80.5,WR,2022,christiankirk,4950
Tony Pollard,80.5,RB,2022,tonypollard,5967
Clyde Edwards-Helaire,81.5,RB,2022,clydeedwardshelaire,6820
Dak Prescott,81.8,QB,2022,dakprescott,3294
DeVonta Smith,81.8,WR,2022,devontasmith,7525
Hunter Renfrow,83.0,WR,2022,hunterrenfrow,5955
Dallas Goedert,83.3,TE,2022,dallasgoedert,5022
DeAndre Hopkins,83.5,WR,2022,deandrehopkins,1426
T.J. Hockenson,84.0,TE,2022,tjhockenson,5844
Drake London,86.5,WR,2022,drakelondon,8112
Rashaad Penny ,89.0,RB,2022,rashaadpenny,4985
Devin Singletary,93.8,RB,2022,devinsingletary,6130
Damien Harris,95.0,RB,2022,damienharris,5890
Kareem Hunt,95.0,RB,2022,kareemhunt,4098
Matthew Stafford,96.8,QB,2022,matthewstafford,421
Miles Sanders,97.3,RB,2022,milessanders,6151
Chris Olave,99.5,WR,2022,chrisolave,8144
Aaron Rodgers,99.8,QB,2022,aaronrodgers,96
Derek Carr,99.8,QB,2022,derekcarr,2028
Cordarrelle Patterson,100.0,RB,2022,cordarrellepatterson,1535
Kadarius Toney,100.8,WR,2022,kadariustoney,7606
Robert Woods,101.3,WR,2022,robertwoods,1352
Dawson Knox,102.8,TE,2022,dawsonknox,5906
Tyler Lockett,103.3,WR,2022,tylerlockett,2374
Kirk Cousins,104.8,QB,2022,kirkcousins,1166
Zach Ertz ,105.8,TE,2022,zachertz,1339
James Cook III,105.8,RB,2022,jamescook,8138
Skyy Moore,108.8,WR,2022,skyymoore,8168
Treylon Burks,109.3,WR,2022,treylonburks,8135
Melvin Gordon,110.3,RB,2022,melvingordon,2320
George Pickens,112.5,WR,2022,georgepickens,8137
Kenneth Walker III,113.3,RB,2022,kennethwalker,8151
Cole Kmet,115.0,TE,2022,colekmet,6826
Chase Claypool,115.5,WR,2022,chaseclaypool,6886
Marquez Valdes-Scantling,117.0,WR,2022,marquezvaldesscantling,5086
Tyler Boyd,117.0,WR,2022,tylerboyd,3225
Darrell Henderson Jr.,117.3,RB,2022,darrellhenderson,5916
Justin Fields,117.8,QB,2022,justinfields,7591
Nyheim Miller-Hines,120.0,RB,2022,nyheimmillerhines,5347
Tua Tagovailoa,121.3,QB,2022,tuatagovailoa,6768
Michael Carter,122.8,RB,2022,michaelcarter,7607
Pat Freiermuth,123.0,TE,2022,patfreiermuth,7600
Trevor Lawrence,125.8,QB,2022,trevorlawrence,7523
Kenneth Gainwell,128.0,RB,2022,kennethgainwell,
Russell Gage Jr.,129.8,WR,2022,russellgage,5110
Michael Gallup,130.5,WR,2022,michaelgallup,5038
Rachaad White,130.5,RB,2022,rachaadwhite,8136
James Robinson,132.0,RB,2022,jamesrobinson,6955
Garrett Wilson,134.3,WR,2022,garrettwilson,8146
Alexander Mattison,134.5,RB,2022,alexandermattison,5987
Jahan Dotson,135.3,WR,2022,jahandotson,8119
Jameis Winston,135.8,QB,2022,jameiswinston,2306
Irv Smith Jr.,137.5,TE,2022,irvsmith,6126
Matt Ryan,139.3,QB,2022,mattryan,24
Jakobi Meyers,139.3,WR,2022,jakobimeyers,5947
Julio Jones,139.5,WR,2022,juliojones,947
DJ Chark Jr.,140.5,WR,2022,djchark,4951
Joshua Palmer,141.5,WR,2022,joshuapalmer,7670
Mecole Hardman Jr.,142.0,WR,2022,mecolehardman,5917
Hunter Henry,142.3,TE,2022,hunterhenry,3214
Jarvis Landry ,144.8,WR,2022,jarvislandry,1825
Romeo Doubs,145.5,WR,2022,romeodoubs,8121
Tyler Allgeier,145.5,RB,2022,tylerallgeier,8132
Albert Okwuegbunam Jr.,147.5,TE,2022,albertokwuegbunam,6843
Mike Gesicki,148.8,TE,2022,mikegesicki,4993
Raheem Mostert,150.3,RB,2022,raheemmostert,2749
Khalil Herbert,150.5,RB,2022,khalilherbert,7608
Isaiah McKenzie,151.8,WR,2022,isaiahmckenzie,4197
David Njoku,151.8,TE,2022,davidnjoku,4033
J.D. McKissic ,153.3,RB,2022,jdmckissic,3664
Daniel Jones,153.5,QB,2022,danieljones,5870
Jamaal Williams,155.0,RB,2022,jamaalwilliams,4149
Nico Collins,155.5,WR,2022,nicocollins,7569
DeVante Parker,157.8,WR,2022,devanteparker,2319
Brian Robinson Jr.,159.0,RB,2022,brianrobinson,8154
Gerald Everett,159.0,TE,2022,geraldeverett,4089
Jared Goff,159.3,QB,2022,jaredgoff,3163
Jalen Tolbert,162.3,WR,2022,jalentolbert,8117
Robert Tonyan,163.0,TE,2022,roberttonyan,4602
Tyler Higbee,163.3,TE,2022,tylerhigbee,3271
K.J. Osborn,165.5,WR,2022,kjosborn,7066
Ryan Tannehill ,166.0,QB,2022,ryantannehill,1049
Mac Jones,166.3,QB,2022,macjones,7527
Isaiah Spiller,166.5,RB,2022,isaiahspiller,8153
Zamir White,167.0,RB,2022,zamirwhite,8139
Noah Fant,167.8,TE,2022,noahfant,5857
Wan'Dale Robinson,169.0,WR,2022,wandalerobinson,8126
Kenny Golladay,173.5,WR,2022,kennygolladay,4131
Baker Mayfield,173.5,QB,2022,bakermayfield,4892
Evan Engram,173.8,TE,2022,evanengram,4066
Alec Pierce,174.5,WR,2022,alecpierce,8142
Robbie Chosen,177.0,WR,2022,robbiechosen,3423
Jameson Williams,179.3,WR,2022,jamesonwilliams,8148
Marvin Jones Jr.,179.5,WR,2022,marvinjones,1067
Davis Mills,180.3,QB,2022,davismills,7585
Christian Watson,180.5,WR,2022,christianwatson,8167
Hayden Hurst,180.5,TE,2022,haydenhurst,4973
Corey Davis,187.0,WR,2022,coreydavis,4036
Carson Wentz,187.8,QB,2022,carsonwentz,3161
Austin Hooper,188.3,TE,2022,austinhooper,3202
KJ Hamler ,188.8,WR,2022,kjhamler,6805
Isaiah Likely,189.3,TE,2022,isaiahlikely,8131
Parris Campbell,190.8,WR,2022,parriscampbell,5880
Jerick McKinnon,191.5,RB,2022,jerickmckinnon,2161
Zach Wilson,193.8,QB,2022,zachwilson,7538
Brevin Jordan,195.0,TE,2022,brevinjordan,7568
Deshaun Watson,195.8,QB,2022,deshaunwatson,4017
Marcus Mariota,196.8,QB,2022,marcusmariota,2307
Tyrion Davis-Price,197.0,RB,2022,tyriondavisprice,8211
Sammy Watkins,197.5,WR,2022,sammywatkins,1817
Van Jefferson,198.5,WR,2022,vanjefferson,6853
Logan Thomas,201.0,TE,2022,loganthomas,2251
Mark Ingram II ,201.5,RB,2022,markingram,956
Darrel Williams,202.3,RB,2022,darrelwilliams,5549
Eno Benjamin,202.5,RB,2022,enobenjamin,6951
Jeff Wilson Jr.,204.5,RB,2022,jeffwilson,5284
Isiah Pacheco,146.3,RB,2022,isiahpacheco,8205
D'Onta Foreman,210.3,RB,2022,dontaforeman,4111
Mike Davis,211.8,RB,2022,mikedavis,2431
Kenyan Drake,212.3,RB,2022,kenyandrake,3242
Donovan Peoples-Jones,212.5,WR,2022,donovanpeoplesjones,6824
Mo Alie-Cox,214.0,TE,2022,moaliecox,4054
David Bell,215.5,WR,2022,davidbell,8118
Mitchell Trubisky,216.8,QB,2022,mitchelltrubisky,3976
Kenny Pickett,217.8,QB,2022,kennypickett,8160
Kendrick Bourne,219.5,WR,2022,kendrickbourne,4454
Cameron Brate,221.3,TE,2022,cameronbrate,2214
Curtis Samuel,221.5,WR,2022,curtissamuel,4082
Rex Burkhead,226.3,RB,2022,rexburkhead,1387
Odell Beckham Jr.,227.0,WR,2022,odellbeckham,2078
Ameer Abdullah,227.5,RB,2022,ameerabdullah,2359
Chuba Hubbard,229.3,RB,2022,chubahubbard,7594
Laviska Shenault Jr.,233.0,WR,2022,laviskashenault,6814
Boston Scott,234.3,RB,2022,bostonscott,5122
Dontrell Hilliard ,239.3,RB,2022,dontrellhilliard,5536
Zay Jones,197.7,WR,2022,zayjones,4080
Taysom Hill,246.8,TE,2022,taysomhill,4381
Jamison Crowder,207.0,WR,2022,jamisoncrowder,2410
Sony Michel,208.7,RB,2022,sonymichel,4962
Daniel Bellinger,254.5,TE,2022,danielbellinger,8225
Ronald Jones,212.3,RB,2022,ronaldjones,5052
A.J. Green,212.7,WR,2022,ajgreen,830
Devin Duvernay,221.3,WR,2022,devinduvernay,6847
Gus Edwards,222.3,RB,2022,gusedwards,5248
Braxton Berrios,268.8,WR,2022,braxtonberrios,5121
Randall Cobb,230.7,WR,2022,randallcobb,928
Zack Moss,231.0,RB,2022,zackmoss,6845
D'Ernest Johnson,231.3,RB,2022,dernestjohnson,6694
Nick Westbrook-Ikhine,234.3,WR,2022,nickwestbrookikhine,7496
Jaylen Warren,235.0,RB,2022,jaylenwarren,8228
Tyler Conklin,236.3,TE,2022,tylerconklin,5133
Cedrick Wilson Jr.,238.0,WR,2022,cedrickwilson,5113
Khalil Shakir,238.7,WR,2022,khalilshakir,8134
Chris Evans,240.0,RB,2022,chrisevans,7794
Jonnu Smith,241.3,TE,2022,jonnusmith,4144
William Fuller,242.7,WR,2022,williamfuller,3157
Trey Sermon,244.0,RB,2022,treysermon,7593
Kyle Philips,244.7,WR,2022,kylephilips,8171
Marlon Mack,245.7,RB,2022,marlonmack,4152
Sterling Shepard ,247.0,WR,2022,sterlingshepard,3200
Terrace Marshall Jr.,248.3,WR,2022,terracemarshall,7565
Damien Williams,251.0,RB,2022,damienwilliams,1833
Malik Willis,251.0,QB,2022,malikwillis,8161
Nelson Agholor,252.3,WR,2022,nelsonagholor,2325
Samaje Perine,253.7,RB,2022,samajeperine,4147
Hassan Haskins,253.7,RB,2022,hassanhaskins,8123
Danny Gray,254.3,WR,2022,dannygray,8176
Kyle Rudolph,255.3,TE,2022,kylerudolph,943
Geno Smith,256.0,QB,2022,genosmith,1373
Quez Watkins,257.3,WR,2022,quezwatkins,6927
Jacoby Brissett,258.7,QB,2022,jacobybrissett,3257
Desmond Ridder,258.7,QB,2022,desmondridder,8159
Joshua Kelley,259.0,RB,2022,joshuakelley,7045
Kyren Williams,259.3,RB,2022,kyrenwilliams,8150
Trey McBride,259.7,TE,2022,treymcbride,8130
Bryan Edwards,260.7,WR,2022,bryanedwards,6870
Velus Jones Jr.,262.7,WR,2022,velusjones,8223
C.J. Uzomah,264.3,TE,2022,cjuzomah,2460
Byron Pringle,267.3,WR,2022,byronpringle,5199
Jimmy Garoppolo,268.7,QB,2022,jimmygaroppolo,1837
Ty Montgomery II ,270.0,RB,2022,tymontgomery,2399
Myles Gaskin ,270.7,RB,2022,mylesgaskin,5980
Jalen Guyton ,271.7,WR,2022,jalenguyton,6421
Noah Brown,272.0,WR,2022,noahbrown,4234
Ke'Shawn Vaughn,273.0,RB,2022,keshawnvaughn,6885
Greg Dulcich,276.0,TE,2022,gregdulcich,8172
Adam Trautman,277.7,TE,2022,adamtrautman,6869
Marquez Callaway,279.3,WR,2022,marquezcallaway,6989
Jalen Reagor,280.7,WR,2022,jalenreagor,6798
Donald Parham Jr.,282.0,TE,2022,donaldparham,6074
Justin Watson,282.3,WR,2022,justinwatson,5374
Ty Chandler,285.0,RB,2022,tychandler,8230
Tyquan Thornton,288.0,WR,2022,tyquanthornton,8188
Matt Breida,288.3,RB,2022,mattbreida,4455
James Proche,290.7,WR,2022,jamesproche,6957
Olamide Zaccheaus,291.3,WR,2022,olamidezaccheaus,6271
Tommy Tremble,293.7,TE,2022,tommytremble,7694
Ashton Dulin,302.3,WR,2022,ashtondulin,6427
Foster Moreau,303.3,TE,2022,fostermoreau,5985
Jauan Jennings,303.7,WR,2022,jauanjennings,7049
Tyler Johnson,305.0,WR,2022,tylerjohnson,6960
Demarcus Robinson,305.3,WR,2022,demarcusrobinson,3286
Josh Reynolds,308.7,WR,2022,joshreynolds,4171
Tutu Atwell,276.5,WR,2022,tutuatwell,7562
Equanimeous St. Brown,313.7,WR,2022,equanimeousstbrown,5323
Mack Hollins,281.5,WR,2022,mackhollins,4177
Amari Rodgers,283.5,WR,2022,amarirodgers,7540
Montrell Washington,287.0,WR,2022,montrellwashington,8475
Jordan Mason,290.0,RB,2022,jordanmason,8408
Tyler Huntley,298.0,QB,2022,tylerhuntley,7083
Jody Fortson Jr.,299.5,TE,2022,jodyfortson,6665
O.J. Howard,306.5,TE,2022,ojhoward,4055
Travis Homer,306.5,RB,2022,travishomer,6012
Jelani Woods,308.0,TE,2022,jelaniwoods,8219
Andy Isabella,308.5,WR,2022,andyisabella,5915
Joe Flacco,309.5,QB,2022,joeflacco,19
Snoop Conner,311.0,RB,2022,snoopconner,8179
Drew Lock,313.5,QB,2022,drewlock,5854
James Washington,318.0,WR,2022,jameswashington,5024
Jared Cook,319.0,TE,2022,jaredcook,367
Pierre Strong Jr.,320.5,RB,2022,pierrestrong,8116
Denzel Mims,323.0,WR,2022,denzelmims,6849
Josh Gordon,323.5,WR,2022,joshgordon,1244
Keaontay Ingram,327.0,RB,2022,keaontayingram,8221
Tyron Billy-Johnson,329.0,WR,2022,tyronbillyjohnson,6063
Rashard Higgins,330.0,WR,2022,rashardhiggins,3328
Justin Jackson,330.5,RB,2022,justinjackson,5131
Jake Ferguson,288.0,TE,2022,jakeferguson,8110
Benny Snell Jr.,336.0,RB,2022,bennysnell,6156
Shi Smith,291.0,WR,2022,shismith,7603
John Metchie III,338.0,WR,2022,johnmetchie,8147
Cade Otton,338.5,TE,2022,cadeotton,8111
Harrison Bryant,340.5,TE,2022,harrisonbryant,6850
Zach Pascal,299.0,WR,2022,zachpascal,4319
Brandon Bolden,300.0,RB,2022,brandonbolden,1034
Tyler Badie,345.5,RB,2022,tylerbadie,8208
Jamal Agnew,302.0,WR,2022,jamalagnew,4198
Kene Nwangwu,343.0,RB,2022,kenenwangwu,7720
Jerome Ford,343.5,RB,2022,jeromeford,8143
Gunner Olszewski,305.0,WR,2022,gunnerolszewski,6699
Tre'Quan Smith,345.0,WR,2022,trequansmith,5026
DeeJay Dallas,308.0,RB,2022,deejaydallas,6931
Julius Chestnut,312.0,RB,2022,juliuschestnut,8254
Antonio Brown,314.0,WR,2022,antoniobrown,536
Juwann Winfree,315.0,WR,2022,juwannwinfree,6223
Dan Arnold,366.0,TE,2022,danarnold,4741
DeAndre Carter,316.0,WR,2022,deandrecarter,2750
Trestan Ebner,316.0,RB,2022,trestanebner,8189
Scotty Miller,320.0,WR,2022,scottymiller,6290
Sam Howell,352.0,QB,2022,samhowell,8162
Cole Beasley,358.0,WR,2022,colebeasley,1144
Willie Snead,322.0,WR,2022,williesnead,1911
Darius Slayton,323.0,WR,2022,dariusslayton,6149
Lance McCutcheon,326.0,WR,2022,lancemccutcheon,8745
Feleipe Franks,329.0,QB,2022,feleipefranks,
Jonathan Williams,330.0,RB,2022,jonathanwilliams,3312
Kylen Granson,357.0,TE,2022,kylengranson,7602
DJ Turner,331.0,WR,2022,djturner,7989
Marquise Goodwin ,332.0,WR,2022,marquisegoodwin,1346
Giovani Bernard,358.5,RB,2022,giovanibernard,1386
Gardner Minshew II,358.5,QB,2022,gardnerminshew,6011
Marken Michel,334.0,WR,2022,markenmichel,3568
Anthony McFarland Jr.,334.0,RB,2022,anthonymcfarland,6878
Tajae Sharpe,335.0,WR,2022,tajaesharpe,3297
Sam Darnold,387.5,QB,2022,samdarnold,4943
Benny LeMay,336.0,RB,2022,bennylemay,7048
Keelan Cole Sr.,337.0,WR,2022,keelancole,4622
Dyami Brown,361.5,WR,2022,dyamibrown,7587
N'Keal Harry,339.0,WR,2022,nkealharry,
Ihmir Smith-Marsette,340.0,WR,2022,ihmirsmithmarsette,7559
Calvin Austin III,362.0,WR,2022,calvinaustin,8125
Teddy Bridgewater,362.0,QB,2022,teddybridgewater,2152
Ian Thomas,341.0,TE,2022,ianthomas,4995
Durham Smythe,383.5,TE,2022,durhamsmythe,5008
Ray-Ray McCloud,342.0,WR,2022,rayraymccloud,5096
Alex Collins,343.0,RB,2022,alexcollins,3327
Demetric Felton Jr.,344.0,RB,2022,demetricfelton,7609
Mason Rudolph,345.0,QB,2022,masonrudolph,4972
John Wolford,369.0,QB,2022,johnwolford,5806
Luke Farrell,346.0,TE,2022,lukefarrell,7842
Ben Skowronek,348.0,WR,2022,benskowronek,7757
Phillip Dorsett II,366.0,WR,2022,phillipdorsett,2334
Taiwan Jones,349.0,RB,2022,taiwanjones,886
Mataeo Durant,349.0,RB,2022,mataeodurant,8233
Deon Jackson,350.0,RB,2022,deonjackson,7551
Chigoziem Okonkwo,352.0,TE,2022,chigoziemokonkwo,
Robert Griffin,353.0,QB,2022,robertgriffin,1169
Emmanuel Sanders,354.0,WR,2022,emmanuelsanders,538
Chris Oladokun,355.0,QB,2022,chrisoladokun,8413
Tommy Sweeney,356.0,TE,2022,tommysweeney,6137
Dez Fitzpatrick,356.0,WR,2022,dezfitzpatrick,7729
Jaret Patterson,402.5,RB,2022,jaretpatterson,7537
Tyler Davis,358.0,WR,2022,tylerdavis,
Brycen Hopkins,359.0,TE,2022,brycenhopkins,6926
Quintin Morris,360.0,TE,2022,quintinmorris,7536
Tony Romo,361.0,QB,2022,tonyromo,142
Tyrod Taylor,361.0,QB,2022,tyrodtaylor,827
Tim Jones,363.0,WR,2022,timjones,8013
