Player,AVG,position,year,search_full_name,player_id
Chase Edmonds,191.3,RB,2019,chaseedmonds,5000
Cole Beasley,191.7,WR,2019,colebeasley,1144
Ty Montgomery,192.3,RB,2019,tymontgomery,2399
Jamaal Williams,192.3,RB,2019,jamaalwilliams,4149
Andy Dalton,194.0,QB,2019,andydalton,829
Jacoby Brissett,198.0,QB,2019,jacobybrissett,3257
Dare Ogunbowale,200.7,RB,2019,dareogunbowale,4718
Joe Flacco,202.3,QB,2019,joeflacco,19
DaeSean Hamilton,204.3,WR,2019,daeseanhamilton,4998
Andy Isabella,208.3,WR,2019,andyisabella,5915
Frank Gore,209.0,RB,2019,frankgore,232
Marcus Mariota,209.3,QB,2019,marcusmariota,2307
Ryquell Armstead,212.0,RB,2019,ryquellarmstead,6007
Jason Witten,214.3,TE,2019,jasonwitten,23
Mike Gesicki,215.3,TE,2019,mikegesicki,4993
Taylor Gabriel,215.7,WR,2019,taylorgabriel,1903
Nelson Agholor,217.3,WR,2019,nelsonagholor,2325
Randall Cobb,217.7,WR,2019,randallcobb,928
Gus Edwards,219.7,RB,2019,gusedwards,5248
J.J. Arcega-Whiteside,223.0,WR,2019,jjarcegawhiteside,5863
Demaryius Thomas,224.3,WR,2019,demaryiusthomas,560
Gerald Everett,225.7,TE,2019,geraldeverett,4089
T.J. Yeldon,226.3,RB,2019,tjyeldon,2341
Eli Manning,228.3,QB,2019,elimanning,188
Ryan Fitzpatrick,233.0,QB,2019,ryanfitzpatrick,333
Ted Ginn Jr.,234.3,WR,2019,tedginn,695
Rex Burkhead,238.3,RB,2019,rexburkhead,1387
Daniel Jones,239.3,QB,2019,danieljones,5870
Marqise,241.0,WR,2019,marqise,
Robert Foster,241.7,WR,2019,robertfoster,5250
Irv Smith Jr.,242.7,TE,2019,irvsmith,6126
Danny Amendola,245.3,WR,2019,dannyamendola,491
Miles Boykin,211.0,WR,2019,milesboykin,5965
Cameron Brate,247.3,TE,2019,cameronbrate,2214
Trey Quinn ,213.0,WR,2019,treyquinn,5139
Rashard Higgins,217.5,WR,2019,rashardhiggins,3328
Jay Ajayi,322.7,RB,2019,jayajayi,2452
Paul Richardson Jr. ,325.3,WR,2019,paulrichardson,2279
KeeSean Johnson,229.0,WR,2019,keeseanjohnson,5962
Dontrell Hilliard,229.0,RB,2019,dontrellhilliard,5536
Phillip Dorsett II,259.3,WR,2019,phillipdorsett,2334
Ian Thomas,242.0,TE,2019,ianthomas,4995
DJ Chark Jr.,243.5,WR,2019,djchark,4951
Jakobi Meyers,245.0,WR,2019,jakobimeyers,5947
A.J. Brown,246.0,WR,2019,ajbrown,5859
Preston Williams ,247.0,WR,2019,prestonwilliams,6148
Charles Clay,386.0,TE,2019,charlesclay,801
Benny Snell Jr.,250.0,RB,2019,bennysnell,6156
D'Onta Foreman,250.5,RB,2019,dontaforeman,4111
John Ross,251.5,WR,2019,johnross,4038
Jesse James,367.7,TE,2019,jessejames,2463
David Moore,255.5,WR,2019,davidmoore,4274
Antonio Callaway ,257.0,WR,2019,antoniocallaway,5310
Hayden Hurst,374.7,TE,2019,haydenhurst,4973
Demarcus Robinson,262.0,WR,2019,demarcusrobinson,3286
Damarea Crockett,263.5,RB,2019,damareacrockett,6334
Hunter Renfrow,370.0,WR,2019,hunterrenfrow,5955
Terry McLaurin,268.5,WR,2019,terrymclaurin,5927
Darrel Williams ,361.0,RB,2019,darrelwilliams,5549
Dexter Williams,269.0,RB,2019,dexterwilliams,6153
Jalen Hurd,269.5,WR,2019,jalenhurd,5911
Willie Snead,269.5,WR,2019,williesnead,1911
Geoff Swaim,413.0,TE,2019,geoffswaim,2545
Josh Rosen,270.5,QB,2019,joshrosen,4863
Josh Reynolds,272.5,WR,2019,joshreynolds,4171
Ricky Seals-Jones,377.5,TE,2019,rickysealsjones,4531
Brian Hill,277.0,RB,2019,brianhill,4187
Benjamin Watson,382.5,TE,2019,benjaminwatson,663
Jaron Brown,416.0,WR,2019,jaronbrown,1684
Jordan Thomas,393.5,TE,2019,jordanthomas,5117
Will Dissly ,433.0,TE,2019,willdissly,5010
Michael Crabtree,415.0,WR,2019,michaelcrabtree,455
C.J. Uzomah,398.0,TE,2019,cjuzomah,2460
Jake Kumerow,405.0,WR,2019,jakekumerow,2821
Damion Willis,369.0,WR,2019,damionwillis,6549
Breshad Perriman,388.0,WR,2019,breshadperriman,2331
Matt LaCosse,387.5,TE,2019,mattlacosse,2944
Ty Johnson,413.0,RB,2019,tyjohnson,6039
Darren Sproles ,448.5,RB,2019,darrensproles,246
Chris Conley,398.5,WR,2019,chrisconley,2381
Wayne Gallman Jr.,415.0,RB,2019,waynegallman,4150
Travis Benjamin,445.5,WR,2019,travisbenjamin,1077
Alfred Morris,359.5,RB,2019,alfredmorris,1170
Mike Boone,449.0,RB,2019,mikeboone,5209
Vernon Davis,458.5,TE,2019,vernondavis,200
Case Keenum,403.0,QB,2019,casekeenum,1737
Raheem Mostert,442.5,RB,2019,raheemmostert,2749
Qadree Ollison,410.5,RB,2019,qadreeollison,6002
Jakeem Grant Sr.,436.5,WR,2019,jakeemgrant,3342
Jordan Scarlett,393.5,RB,2019,jordanscarlett,6167
Darren Andrews,275.0,WR,2019,darrenandrews,5665
Buddy Howell,374.5,RB,2019,buddyhowell,5271
Deon Cain,458.5,WR,2019,deoncain,5101
Keelan Doss,378.5,WR,2019,keelandoss,6032
Chad Beebe,455.0,WR,2019,chadbeebe,5570
Ryan Tannehill,451.5,QB,2019,ryantannehill,1049
Alfred Blue,436.0,RB,2019,alfredblue,1944
Cordarrelle Patterson,476.5,RB,2019,cordarrellepatterson,1535
Diontae Johnson,401.5,WR,2019,diontaejohnson,5937
Taysom Hill,466.0,TE,2019,taysomhill,4381
Blake Jarwin,476.5,TE,2019,blakejarwin,4571
Devine Ozigbo,453.0,RB,2019,devineozigbo,6068
Chad Kelly,398.5,QB,2019,chadkelly,4051
Elijah McGuire,400.5,RB,2019,elijahmcguire,4263
Dez Bryant,446.0,WR,2019,dezbryant,574
Cody Latimer,460.5,WR,2019,codylatimer,2004
Jeff Wilson Jr.,377.5,RB,2019,jeffwilson,5284
Josh liver,468.5,TE,2019,joshliver,
Josh Doctson,439.5,WR,2019,joshdoctson,3178
Henry Krieger-Coble,299.0,TE,2019,henrykriegercoble,3485
DeAndre Washington,423.5,RB,2019,deandrewashington,3300
Malik Turner,302.0,WR,2019,malikturner,5781
Chris Hogan,482.5,WR,2019,chrishogan,1329
Ryan Izzo,303.0,TE,2019,ryanizzo,5094
Dawson Knox,479.5,TE,2019,dawsonknox,5906
Scott Simonson,304.0,TE,2019,scottsimonson,2040
Keelan Cole Sr.,487.0,WR,2019,keelancole,4622
Sam Bradford,305.0,QB,2019,sambradford,621
Robert Tonyan,395.0,TE,2019,roberttonyan,4602
Deonte Thompson,306.0,WR,2019,deontethompson,1061
Adam Shaheen,477.0,TE,2019,adamshaheen,4085
Justin Davis,307.0,RB,2019,justindavis,4635
Brian Hoyer,449.5,QB,2019,brianhoyer,345
Stevan Ridley,308.0,RB,2019,stevanridley,811
Jace Sternberger,475.0,TE,2019,jacesternberger,6139
Chris Ivory,309.0,RB,2019,chrisivory,717
Karan Higdon,452.0,RB,2019,karanhigdon,5976
Riley Ridley,480.0,WR,2019,rileyridley,5873
Richie James Jr.,312.0,WR,2019,richiejames,5137
Dimitri Flowers,312.0,RB,2019,dimitriflowers,
Keith Ford,313.0,RB,2019,keithford,5624
LJ Scott,313.0,RB,2019,ljscott,6161
Paxton Lynch,314.0,QB,2019,paxtonlynch,3170
Jordan Akins,440.5,TE,2019,jordanakins,5032
Tyler Ervin,315.0,RB,2019,tylerervin,3280
Reggie Bonnafon,363.0,RB,2019,reggiebonnafon,5162
Christine Michael,316.0,RB,2019,christinemichael,1596
Daniel Williams,316.0,WR,2019,danielwilliams,4829
Colin Kaepernick,317.0,QB,2019,colinkaepernick,980
Trent Taylor ,448.0,WR,2019,trenttaylor,4218
Josh Bellamy,318.0,WR,2019,joshbellamy,1312
Chris Moore,471.5,WR,2019,chrismoore,3269
Patrick DiMarco,321.0,RB,2019,patrickdimarco,
Tommylee Lewis,322.0,WR,2019,tommyleelewis,3614
Alize Mack,323.0,TE,2019,alizemack,5975
Deonte Harty,324.0,WR,2019,deonteharty,6234
Reggie White Jr.,326.0,WR,2019,reggiewhite,6261
Leonte Carroo,327.0,WR,2019,leontecarroo,3253
Gehrig Dieter,328.0,WR,2019,gehrigdieter,4489
Kamar Aiken,329.0,WR,2019,kamaraiken,794
Easton Stick,331.0,QB,2019,eastonstick,6185
Ray-Ray McCloud,332.0,WR,2019,rayraymccloud,5096
Kapri Bibbs,333.0,RB,2019,kapribibbs,2001
Trevor Davis,334.0,WR,2019,trevordavis,3319
Antoine Wesley,335.0,WR,2019,antoinewesley,6165
Anthony Sherman,336.0,RB,2019,anthonysherman,973
Derrick Willies,337.0,WR,2019,derrickwillies,5539
Tyron Billy-Johnson,338.0,WR,2019,tyronbillyjohnson,6063
Brock Osweiler,339.0,QB,2019,brockosweiler,1126
Logan Thomas,340.0,TE,2019,loganthomas,2251
Damion Ratley,341.0,WR,2019,damionratley,5080
Levine Toilolo,344.0,TE,2019,levinetoilolo,1642
Brice Butler,345.0,WR,2019,bricebutler,1471
Terrance Williams,347.0,WR,2019,terrancewilliams,1490
Tra Carson,348.0,RB,2019,tracarson,3688
Brandon Marshall,350.0,WR,2019,brandonmarshall,648
Penny Hart,351.0,WR,2019,pennyhart,5902
Wes Hills,352.0,RB,2019,weshills,6115
Robert Davis,353.0,WR,2019,robertdavis,4285
Pierre Garcon,354.0,WR,2019,pierregarcon,269
James 'Shaughnessy,355.0,TE,2019,jamesshaughnessy,
Noah Brown,357.0,WR,2019,noahbrown,4234
Mike Wallace,358.0,WR,2019,mikewallace,365
Bobo Wilson,359.0,WR,2019,bobowilson,4480
David Williams,360.0,RB,2019,davidwilliams,5115
Greg Dortch,361.0,WR,2019,gregdortch,5970
Matt Cassel,362.0,QB,2019,mattcassel,389
Taylor Heinicke,363.0,QB,2019,taylorheinicke,2711
Trace McSorley,364.0,QB,2019,tracemcsorley,5974
Nick Boyle,366.0,TE,2019,nickboyle,2474
Darren Fells,367.0,TE,2019,darrenfells,1592
Kyle Allen,368.0,QB,2019,kyleallen,5127
Russell Gage Jr.,369.0,WR,2019,russellgage,5110
Orleans Darkwa,370.0,RB,2019,orleansdarkwa,1819
C.J. Conrad,371.0,TE,2019,cjconrad,6501
Rashad Ross,372.0,WR,2019,rashadross,1724
Artavis Scott,373.0,WR,2019,artavisscott,4670
Cam Sims,374.0,WR,2019,camsims,5432
Danny Vitale,375.0,RB,2019,dannyvitale,
Cody Kessler,376.0,QB,2019,codykessler,3205
Charcandrick West,377.0,RB,2019,charcandrickwest,2024
Ryan Griffin,378.0,QB,2019,ryangriffin,1550
Michael Floyd,379.0,WR,2019,michaelfloyd,1219
Davis Webb,380.0,QB,2019,daviswebb,4061
Josh Johnson,381.0,QB,2019,joshjohnson,260
Auden Tate,382.0,WR,2019,audentate,5130
Eric Saubert,383.0,TE,2019,ericsaubert,4189
Deon Yelder,384.0,TE,2019,deonyelder,5277
Jeremy Hill,385.0,RB,2019,jeremyhill,1892
Justin Hardy,386.0,WR,2019,justinhardy,2412
Foster Moreau,388.0,TE,2019,fostermoreau,5985
Christian Wade,390.0,RB,2019,christianwade,6196
Patrick Laird,391.0,RB,2019,patricklaird,6311
Tommy Sweeney,392.0,TE,2019,tommysweeney,6137
Caleb Wilson,393.0,TE,2019,calebwilson,6142
Ed Dickson,394.0,TE,2019,eddickson,701
D.J. Foster,395.0,RB,2019,djfoster,3488
Jonathan Williams,396.0,RB,2019,jonathanwilliams,3312
Antonio Gates,397.5,TE,2019,antoniogates,322
Nick O'Leary,398.0,TE,2019,nickoleary,2495
Vyncint Smith,399.0,WR,2019,vyncintsmith,5260
Dillon Mitchell,400.0,WR,2019,dillonmitchell,6047
Zach Pascal,401.0,WR,2019,zachpascal,4319
De'Anthony Thomas,402.0,WR,2019,deanthonythomas,2023
Jeff Driskel,403.0,QB,2019,jeffdriskel,3362
C.J.,404.0,RB,2019,cj,
Chad Williams,405.0,WR,2019,chadwilliams,4128
Nathan Peterman,406.0,QB,2019,nathanpeterman,4183
Jaelen Strong,407.0,WR,2019,jaelenstrong,2375
T.J. Jones,408.0,WR,2019,tjjones,2121
Isaiah McKenzie,409.0,WR,2019,isaiahmckenzie,4197
Cody Thompson,410.0,WR,2019,codythompson,6171
Anthony Firkser,412.0,TE,2019,anthonyfirkser,4435
David Fluellen,413.0,RB,2019,davidfluellen,1794
Andre Roberts,415.0,WR,2019,andreroberts,627
Javon Wims,416.0,WR,2019,javonwims,5111
Kaden Smith,417.0,TE,2019,kadensmith,6146
Khalfani Muhammad,418.0,RB,2019,khalfanimuhammad,4283
David Sills V,419.0,WR,2019,davidsills,6154
Michael Roberts,420.0,TE,2019,michaelroberts,4164
LeGarrette Blount,421.0,RB,2019,legarretteblount,730
Juwann Winfree,422.0,WR,2019,juwannwinfree,6223
Marcell Ateman,423.0,WR,2019,marcellateman,4942
Gardner Minshew II,424.0,QB,2019,gardnerminshew,6011
T.J. Logan ,425.0,RB,2019,tjlogan,4186
Tim Boyle,427.0,QB,2019,timboyle,5257
Josh Malone,428.0,WR,2019,joshmalone,4160
Rhett Ellison,429.0,TE,2019,rhettellison,1211
Dan Arnold,430.0,TE,2019,danarnold,4741
Luke Willson,432.0,TE,2019,lukewillson,1603
Trevor Siemian,433.0,QB,2019,trevorsiemian,2549
Cody Core,434.0,WR,2019,codycore,3355
Virgil Green,435.0,TE,2019,virgilgreen,868
Taiwan Jones,437.0,RB,2019,taiwanjones,886
Aldrick Robinson,438.0,WR,2019,aldrickrobinson,919
James Develin ,439.0,RB,2019,jamesdevelin,
Darius Jackson,440.0,RB,2019,dariusjackson,3371
Drew Sample,441.0,TE,2019,drewsample,6001
Ryan Griffin ,442.0,TE,2019,ryangriffin,1425
Ross Dwelley,443.0,TE,2019,rossdwelley,5285
Mike Glennon,445.0,QB,2019,mikeglennon,1559
Lance Kendricks,447.0,TE,2019,lancekendricks,964
Bruce Ellington,448.0,WR,2019,bruceellington,2255
Detrez Newsome,449.0,RB,2019,detreznewsome,5266
Marshawn Lynch,450.0,RB,2019,marshawnlynch,745
Geno Smith,451.0,QB,2019,genosmith,1373
Dalton Schultz,452.0,TE,2019,daltonschultz,5001
Trenton Cannon,453.0,RB,2019,trentoncannon,5123
Joshua Dobbs,454.0,QB,2019,joshuadobbs,4179
Russell Shepard,456.0,WR,2019,russellshepard,1333
Austin Carr,457.0,WR,2019,austincarr,4416
Alex Barnes,458.0,RB,2019,alexbarnes,6031
DeAndre Carter,460.0,WR,2019,deandrecarter,2750
Corey Grant,461.0,RB,2019,coreygrant,2729
Damiere Byrd,463.0,WR,2019,damierebyrd,2673
Garrett Celek ,464.0,TE,2019,garrettcelek,1223
Sean Mannion,465.0,QB,2019,seanmannion,2394
Bennie Fowler,466.0,WR,2019,benniefowler,2003
Jeremy Sprinkle,467.0,TE,2019,jeremysprinkle,4221
Brandon Bolden,468.0,RB,2019,brandonbolden,1034
D'Ernest Johnson,469.0,RB,2019,dernestjohnson,6694
Jazz Ferguson,470.0,WR,2019,jazzferguson,5997
Matt Moore,471.0,QB,2019,mattmoore,233
Trent Sherfield Sr.,474.0,WR,2019,trentsherfield,5154
Emanuel Hall,475.0,WR,2019,emanuelhall,5924
Jacquizz Rodgers,478.0,RB,2019,jacquizzrodgers,949
Colt McCoy,479.0,QB,2019,coltmccoy,533
Jason Croom,480.0,TE,2019,jasoncroom,4536
Alex Erickson,481.0,WR,2019,alexerickson,3433
Laquon Treadwell,482.0,WR,2019,laquontreadwell,3155
Blake Bell,483.0,TE,2019,blakebell,2422
Lil'Jordan Humphrey,484.0,WR,2019,liljordanhumphrey,5938
Kerrith Whyte Jr.,486.0,RB,2019,kerrithwhyte,6175
Terrelle Pryor Sr.,489.0,WR,2019,terrellepryor,1020
Tyler Higbee,490.5,TE,2019,tylerhigbee,3271
Drew Stanton,492.0,QB,2019,drewstanton,181
Josh Ferguson,494.0,RB,2019,joshferguson,3453
Jarrett Stidham,495.0,QB,2019,jarrettstidham,6136
Erik Swoope,496.0,TE,2019,erikswoope,1975
John Ursua,497.0,WR,2019,johnursua,6168
J'Mon Moore,498.0,WR,2019,jmonmoore,5006
Blaine Gabbert,499.0,QB,2019,blainegabbert,862
C.J. Beathard,500.0,QB,2019,cjbeathard,4127
Benny Cunningham Jr.,501.0,RB,2019,bennycunningham,1564
Dylan Cantrell,502.0,WR,2019,dylancantrell,
Jeremy McNichols,503.0,RB,2019,jeremymcnichols,4219
Ryan Finley,505.0,QB,2019,ryanfinley,5885
Jordan Taylor,506.0,WR,2019,jordantaylor,2685
Javorius Allen,508.0,RB,2019,javoriusallen,2430
Maxx Williams,510.0,TE,2019,maxxwilliams,2360
Nate Sudfeld,511.0,QB,2019,natesudfeld,3343
Chad Henne,517.0,QB,2019,chadhenne,89
Maurice Harris,519.0,WR,2019,mauriceharris,3650
Josh Hill,522.0,TE,2019,joshhill,1777
Matt Schaub,523.0,QB,2019,mattschaub,178
Brett Hundley,524.0,QB,2019,bretthundley,2450
Emmanuel Butler,527.0,WR,2019,emmanuelbutler,6107
Seth Roberts,531.0,WR,2019,sethroberts,2039
Chris Warren,532.0,RB,2019,chriswarren,5587
Brandon Powell,533.0,WR,2019,brandonpowell,5695
Jacob Hollister,534.0,TE,2019,jacobhollister,4421
Kelvin Benjamin,537.0,WR,2019,kelvinbenjamin,2182
Matt Barkley,539.0,QB,2019,mattbarkley,1338
Torrey Smith,540.0,WR,2019,torreysmith,826
Mason Rudolph,541.0,QB,2019,masonrudolph,4972
James Williams,542.0,RB,2019,jameswilliams,6169
Jake Butt,543.0,TE,2019,jakebutt,4151
Xavier Grimble,544.0,TE,2019,xaviergrimble,2082
Dwayne Allen,545.0,TE,2019,dwayneallen,1105
Rod Smith,548.0,RB,2019,rodsmith,
Samaje Perine,553.0,RB,2019,samajeperine,4147
Tavon Austin,554.0,WR,2019,tavonaustin,1567
Braxton Berrios,555.0,WR,2019,braxtonberrios,5121
Doug Martin,556.0,RB,2019,dougmartin,1195
John Kelly Jr.,557.0,RB,2019,johnkelly,5076
DeShone Kizer,558.0,QB,2019,deshonekizer,4026
Jarius Wright,560.0,WR,2019,jariuswright,1215
Scotty Miller,561.0,WR,2019,scottymiller,6290
Josh McCown,562.0,QB,2019,joshmccown,208
Kahale Warring,563.0,TE,2019,kahalewarring,6164
AJ McCarron,565.0,QB,2019,ajmccarron,1895
Theo Riddick,566.0,RB,2019,theoriddick,1517
Demetrius Harris,568.0,TE,2019,demetriusharris,1619
Byron Pringle,570.0,WR,2019,byronpringle,5199
Chase Daniel,572.0,QB,2019,chasedaniel,490
Tajae Sharpe,574.0,WR,2019,tajaesharpe,3297
Cameron Meredith,575.0,WR,2019,cameronmeredith,2699
Dwayne Washington,577.0,RB,2019,dwaynewashington,3391
Bruce Anderson,578.0,RB,2019,bruceanderson,6072
Cameron Artis-Payne,580.0,RB,2019,cameronartispayne,2477
Darius Slayton,582.0,WR,2019,dariusslayton,6149
Josh Adams,583.0,RB,2019,joshadams,5136
Trayveon Williams,584.0,RB,2019,trayveonwilliams,6144
Martavis Bryant,585.0,WR,2019,martavisbryant,1916
Austin Seferian-Jenkins,586.0,TE,2019,austinseferianjenkins,2222
Mark Walton,588.0,RB,2019,markwalton,4997
Zach Zenner,590.0,RB,2019,zachzenner,2560
Allen Hurns,594.0,WR,2019,allenhurns,1984
Kendrick Bourne,597.0,WR,2019,kendrickbourne,4454
Jordan Matthews,598.0,TE,2019,jordanmatthews,1800
Travis Homer,601.0,RB,2019,travishomer,6012
Wendell Smallwood,603.0,RB,2019,wendellsmallwood,3309
Spencer Ware,604.0,RB,2019,spencerware,1601
Kevin White,606.0,WR,2019,kevinwhite,2312
Ryan Grant,607.0,WR,2019,ryangrant,2093
Bilal Powell,608.0,RB,2019,bilalpowell,818
J.J. Nelson,609.0,WR,2019,jjnelson,2462
Eli Rogers,610.0,WR,2019,elirogers,2980
J.D. McKissic,611.0,RB,2019,jdmckissic,3664
Andre Ellington,612.0,RB,2019,andreellington,1575
C.J. Prosise ,613.0,RB,2019,cjprosise,3204
Corey Clement,615.0,RB,2019,coreyclement,4651
Elijah Holyfield,616.0,RB,2019,elijahholyfield,5919
Tyrod Taylor,618.0,QB,2019,tyrodtaylor,827
Kelvin Harmon,620.0,WR,2019,kelvinharmon,5884
Paul Perkins,622.0,RB,2019,paulperkins,3211
Ameer Abdullah,623.0,RB,2019,ameerabdullah,2359
Mike Weber,627.0,RB,2019,mikeweber,6159
Mo Alie-Cox,630.0,TE,2019,moaliecox,4054
Bryce Love,631.0,RB,2019,brycelove,5889
Will Grier,632.0,QB,2019,willgrier,5903
Drew Lock,634.0,QB,2019,drewlock,5854
Nick Vannett,635.0,TE,2019,nickvannett,3258
Robert Griffin,636.0,QB,2019,robertgriffin,1169
Justin Watson,637.0,WR,2019,justinwatson,5374
Jordan Wilkins,641.0,RB,2019,jordanwilkins,5100
Jeff Heuerman,643.0,TE,2019,jeffheuerman,2397
Teddy Bridgewater,644.0,QB,2019,teddybridgewater,2152
Blake Bortles,645.0,QB,2019,blakebortles,1979
Myles Gaskin,650.0,RB,2019,mylesgaskin,5980
Nick Mullens,652.0,QB,2019,nickmullens,4464
Chester Rogers ,653.0,WR,2019,chesterrogers,3582
Devontae Booker,654.0,RB,2019,devontaebooker,3209
Kyle Juszczyk,655.0,RB,2019,kylejuszczyk,
Tim Patrick,657.0,WR,2019,timpatrick,4351
Tyler Kroft,658.0,TE,2019,tylerkroft,2390
Jonnu Smith,660.0,TE,2019,jonnusmith,4144
Keith Kirkwood,662.0,WR,2019,keithkirkwood,5134
Taywan Taylor,664.0,WR,2019,taywantaylor,4125
Gary Jennings Jr. ,666.0,WR,2019,garyjennings,6045
Ryan Switzer,667.0,WR,2019,ryanswitzer,4162
Dontrelle Inman,668.0,WR,2019,dontrelleinman,2291
Christian McCaffrey,1.0,RB,2020,christianmccaffrey,4034
Saquon Barkley,2.1,RB,2020,saquonbarkley,4866
Ezekiel Elliott,3.0,RB,2020,ezekielelliott,3164
Alvin Kamara,4.2,RB,2020,alvinkamara,4035
Dalvin Cook,5.4,RB,2020,dalvincook,4029
Michael Thomas,6.8,WR,2020,michaelthomas,3199
Derrick Henry,6.6,RB,2020,derrickhenry,3198
Clyde Edwards-Helaire,7.3,RB,2020,clydeedwardshelaire,6820
Joe Mixon,9.4,RB,2020,joemixon,4018
Davante Adams,11.2,WR,2020,davanteadams,2133
Miles Sanders,10.3,RB,2020,milessanders,6151
Josh Jacobs,12.1,RB,2020,joshjacobs,5850
Kenyan Drake,13.7,RB,2020,kenyandrake,3242
Austin Ekeler,15.0,RB,2020,austinekeler,4663
Nick Chubb,15.3,RB,2020,nickchubb,4988
Tyreek Hill,15.5,WR,2020,tyreekhill,3321
Aaron Jones Sr.,17.3,RB,2020,aaronjones,4199
DeAndre Hopkins,19.4,WR,2020,deandrehopkins,1426
Travis Kelce,18.1,TE,2020,traviskelce,1466
Julio Jones,18.2,WR,2020,juliojones,947
George Kittle,21.7,TE,2020,georgekittle,4217
Chris Godwin Jr.,22.6,WR,2020,chrisgodwin,4037
Lamar Jackson,23.5,QB,2020,lamarjackson,4881
Patrick Mahomes II,24.8,QB,2020,patrickmahomes,4046
Kenny Golladay,24.9,WR,2020,kennygolladay,4131
James Conner,26.2,RB,2020,jamesconner,4137
Mike Evans,29.1,WR,2020,mikeevans,2216
DJ Moore,28.4,WR,2020,djmoore,4983
Chris Carson,29.3,RB,2020,chriscarson,4273
Todd Gurley,32.5,RB,2020,toddgurley,2315
Allen Robinson,31.5,WR,2020,allenrobinson,1992
Jonathan Taylor,31.4,RB,2020,jonathantaylor,6813
dell Beckham Jr.,34.4,WR,2020,dellbeckham,
Melvin Gordon,36.9,RB,2020,melvingordon,2320
Le'Veon Bell,39.3,RB,2020,leveonbell,1408
David Johnson,38.0,RB,2020,davidjohnson,2391
Cooper Kupp,40.3,WR,2020,cooperkupp,4039
JuJu Smith-Schuster,36.3,WR,2020,jujusmithschuster,4040
Adam Thielen,37.1,WR,2020,adamthielen,1689
Amari Cooper,36.8,WR,2020,amaricooper,2309
Calvin Ridley,40.2,WR,2020,calvinridley,4981
A.J. Brown,40.8,WR,2020,ajbrown,5859
Leonard Fournette,44.0,RB,2020,leonardfournette,3969
Mark Andrews,43.2,TE,2020,markandrews,5012
Robert Woods,44.8,WR,2020,robertwoods,1352
DK Metcalf,48.2,WR,2020,dkmetcalf,5846
Raheem Mostert,52.8,RB,2020,raheemmostert,2749
Courtland Sutton,50.6,WR,2020,courtlandsutton,5045
Zach Ertz,50.7,TE,2020,zachertz,1339
Cam Akers,50.5,RB,2020,camakers,6938
Devin Singletary,56.7,RB,2020,devinsingletary,6130
DJ Chark Jr.,50.2,WR,2020,djchark,4951
Mark Ingram,53.4,RB,2020,markingram,956
Kareem Hunt,54.8,RB,2020,kareemhunt,4098
Terry McLaurin,51.2,WR,2020,terrymclaurin,5927
Keenan Allen,57.5,WR,2020,keenanallen,1479
Tyler Lockett,53.2,WR,2020,tylerlockett,2374
D'Andre Swift,57.7,RB,2020,dandreswift,6790
Dak Prescott,61.2,QB,2020,dakprescott,3294
David Montgomery,61.7,RB,2020,davidmontgomery,5892
DeVante Parker,62.1,WR,2020,devanteparker,2319
Darren Waller,66.6,TE,2020,darrenwaller,2505
Marquise Brown,60.0,WR,2020,marquisebrown,5848
Kyler Murray,67.0,QB,2020,kylermurray,5849
T.Y. Hilton,63.4,WR,2020,tyhilton,1110
Stefon Diggs,65.2,WR,2020,stefondiggs,2449
J.K. Dobbins,66.3,RB,2020,jkdobbins,6806
Russell Wilson,70.2,QB,2020,russellwilson,1234
Tyler Boyd,69.5,WR,2020,tylerboyd,3225
William Fuller V ,65.0,WR,2020,williamfuller,3157
Deshaun Watson,72.8,QB,2020,deshaunwatson,4017
Michael Gallup,67.7,WR,2020,michaelgallup,5038
James White,75.7,RB,2020,jameswhite,1848
A.J. Green,74.9,WR,2020,ajgreen,830
Julian Edelman,77.9,WR,2020,julianedelman,344
Jarvis Landry,75.0,WR,2020,jarvislandry,1825
Tarik Cohen ,86.5,RB,2020,tarikcohen,4157
Evan Engram,80.6,TE,2020,evanengram,4066
Antonio Gibson,80.5,RB,2020,antoniogibson,6945
Ronald Jones,78.5,RB,2020,ronaldjones,5052
Marlon Mack ,88.3,RB,2020,marlonmack,4152
Jordan Howard,87.4,RB,2020,jordanhoward,3306
Zack Moss ,84.3,RB,2020,zackmoss,6845
Diontae Johnson,83.6,WR,2020,diontaejohnson,5937
Marvin Jones Jr.,81.7,WR,2020,marvinjones,1067
Phillip Lindsay,90.4,RB,2020,philliplindsay,5170
Matt Ryan,90.3,QB,2020,mattryan,24
Brandin Cooks,83.7,WR,2020,brandincooks,2197
Josh Allen,90.8,QB,2020,joshallen,4984
Deebo Samuel Sr.,92.0,WR,2020,deebosamuel,5872
Tyler Higbee,95.0,TE,2020,tylerhigbee,3271
Hayden Hurst,94.1,TE,2020,haydenhurst,4973
Christian Kirk,89.0,WR,2020,christiankirk,4950
Hunter Henry,105.8,TE,2020,hunterhenry,3214
Tom Brady,104.3,QB,2020,tombrady,167
Latavius Murray,97.8,RB,2020,lataviusmurray,1476
Drew Brees,105.2,QB,2020,drewbrees,289
Jamison Crowder,95.7,WR,2020,jamisoncrowder,2410
Matt Breida,100.2,RB,2020,mattbreida,4455
CeeDee Lamb,97.3,WR,2020,ceedeelamb,6786
Carson Wentz,103.3,QB,2020,carsonwentz,3161
