AVG,year,player,fantasyPts,position,bucket,median,expected_diff,player_id
636.0,2019,Robert Griffin III,18.0,QB,10,4.3,13.7,1169
644.0,2019,Teddy Bridgewater,92.5,QB,10,4.3,88.2,2152
645.0,2019,Blake Bortles,-0.8,QB,10,4.3,-5.1,1979
652.0,2019,Nick Mullens,-0.3,QB,10,4.3,-4.6,4464
1.0,2019,Saquon Barkley,244.1,RB,0,239.4,4.70000000000002,4866
2.0,2019,Christian McCaffrey,469.2,RB,0,239.4,229.8,4034
3.0,2019,Alvin Kamara,250.0,RB,0,239.4,10.6,4035
4.0,2019,Ezekiel Elliott,315.6,RB,0,239.4,76.2000000000001,3164
6.3,2019,David Johnson,143.5,RB,0,239.4,-95.9,2391
7.3,2019,Le'Veon Bell,215.0,RB,0,239.4,-24.4,1408
10.3,2019,James Conner,147.5,RB,1,227.8,-80.3,4137
10.7,2019,Nick Chubb,261.2,RB,1,227.8,33.4,4988
16.7,2019,Dalvin Cook,296.4,RB,1,227.8,68.6,4029
17.0,2019,Todd Gurley II,221.4,RB,1,227.8,-6.40000000000001,2315
19.0,2019,Joe Mixon,225.4,RB,1,227.8,-2.40000000000001,4018
23.3,2019,Leonard Fournette,261.4,RB,1,227.8,33.6,3969
26.3,2019,Kerryon Johnson,87.0,RB,2,193.55,-106.55,5068
28.7,2019,Damien Williams,143.1,RB,2,193.55,-50.45,1833
29.3,2019,Aaron Jones,319.8,RB,2,193.55,126.25,4199
30.3,2019,Devonta Freeman,201.6,RB,2,193.55,8.04999999999998,2168
34.0,2019,Josh Jacobs,193.6,RB,2,193.55,0.0499999999999829,5850
35.3,2019,Chris Carson,240.6,RB,2,193.55,47.05,4273
37.7,2019,Marlon Mack,179.3,RB,3,169.05,10.25,4152
39.7,2019,Derrick Henry,300.5,RB,3,169.05,131.45,3198
41.0,2019,David Montgomery,174.4,RB,3,169.05,5.34999999999999,5892
43.0,2019,Sony Michel,154.6,RB,3,169.05,-14.45,4962
44.7,2019,Mark Ingram II,242.5,RB,3,169.05,73.45,956
47.3,2019,Melvin Gordon III,186.8,RB,3,169.05,17.75,2320
52.7,2019,James White,198.8,RB,4,151.8,47.0,1848
53.0,2019,Phillip Lindsay,197.7,RB,4,151.8,45.9,5170
57.0,2019,Tevin Coleman,135.4,RB,4,151.8,-16.4,2378
63.7,2019,Tarik Cohen,163.9,RB,4,151.8,12.1,4157
63.7,2019,Miles Sanders,218.7,RB,4,151.8,66.9,6151
64.0,2019,Austin Ekeler,313.0,RB,4,151.8,161.2,4663
72.3,2019,Derrius Guice,57.4,RB,5,150.3,-92.9,4949
73.7,2019,Duke Johnson Jr.,156.0,RB,5,150.3,5.69999999999999,2382
76.0,2019,Kenyan Drake,213.2,RB,5,150.3,62.9,3242
79.3,2019,Latavius Murray,157.2,RB,5,150.3,6.89999999999998,1476
91.7,2019,Rashaad Penny,77.3,RB,5,150.3,-73.0,4985
93.0,2019,Devin Singletary,149.9,RB,5,150.3,-0.400000000000006,6130
94.0,2019,Matt Breida,105.3,RB,6,106.55,-1.25,4455
97.3,2019,Royce Freeman,142.2,RB,6,106.55,35.65,5046
100.0,2019,Darrell Henderson Jr.,22.4,RB,6,106.55,-84.15,5916
101.0,2019,Jordan Howard,111.4,RB,6,106.55,4.85000000000001,3306
101.7,2019,LeSean McCoy,122.6,RB,6,106.55,16.05,676
118.0,2019,Jaylen Samuels,107.0,RB,6,106.55,0.450000000000003,5107
118.3,2019,Kalen Ballage,51.8,RB,7,89.5,-37.7,4994
121.7,2019,Tony Pollard,89.2,RB,7,89.5,-0.299999999999997,5967
126.0,2019,Justice Hill,49.5,RB,7,89.5,-40.0,5995
126.3,2019,Dion Lewis,68.3,RB,7,89.5,-21.2,788
126.7,2019,Justin Jackson,31.2,RB,7,89.5,-58.3,5131
127.3,2019,Peyton Barber,116.5,RB,7,89.5,27.0,3594
133.3,2019,Darwin Thompson,32.1,RB,8,110.3,-78.2,6178
133.7,2019,Ronald Jones,170.3,RB,8,110.3,60.0,5052
137.0,2019,Kareem Hunt,100.6,RB,8,110.3,-9.70000000000002,4098
139.7,2019,Nyheim Miller-Hines,107.9,RB,8,110.3,-2.40000000000001,5347
144.0,2019,Adrian Peterson,151.0,RB,8,110.3,40.7,184
145.7,2019,Alexander Mattison,70.4,RB,8,110.3,-39.9,5987
148.3,2019,Carlos Hyde,157.2,RB,9,83.85,73.35,2257
153.3,2019,Ito Smith,36.3,RB,9,83.85,-47.55,5004
157.3,2019,Damien Harris,1.2,RB,9,83.85,-82.65,5890
174.0,2019,Chris Thompson,93.6,RB,9,83.85,9.75,1502
179.3,2019,Giovani Bernard,70.4,RB,9,83.85,-13.45,1386
182.3,2019,Jalen Richard,82.8,RB,9,83.85,-1.05,3868
183.3,2019,C.J. Anderson,4.3,RB,10,74.3,-70.0,1451
188.3,2019,Malcolm Brown,59.1,RB,10,74.3,-15.2,2588
189.7,2019,Mike Davis,11.9,RB,10,74.3,-62.4,2431
191.3,2019,Chase Edmonds,82.8,RB,10,74.3,8.49999999999999,5000
192.3,2019,Ty Montgomery,32.3,RB,10,74.3,-42.0,2399
192.3,2019,Jamaal Williams,146.3,RB,10,74.3,72.0,4149
200.7,2019,Dare Ogunbowale,77.3,RB,11,56.85,20.45,4718
209.0,2019,Frank Gore,94.9,RB,11,56.85,38.05,232
212.0,2019,Ryquell Armstead,51.2,RB,11,56.85,-5.64999999999999,6007
219.7,2019,Gus Edwards,94.6,RB,11,56.85,37.75,5248
226.3,2019,T.J. Yeldon,31.7,RB,11,56.85,-25.15,2341
229.0,2019,Dontrell Hilliard,38.1,RB,11,56.85,-18.75,5536
238.3,2019,Rex Burkhead,103.1,RB,12,20.7,82.4,1387
250.0,2019,Benny Snell Jr.,59.9,RB,12,20.7,39.2,6156
269.0,2019,Dexter Williams,1.1,RB,12,20.7,-19.6,6153
277.0,2019,Brian Hill,67.2,RB,12,20.7,46.5,4187
315.0,2019,Tyler Ervin,4.1,RB,12,20.7,-16.6,3280
321.0,2019,Patrick DiMarco,9.8,RB,12,20.7,-10.9,
322.7,2019,Jay Ajayi,3.0,RB,13,52.85,-49.85,2452
336.0,2019,Anthony Sherman,5.1,RB,13,52.85,-47.75,973
348.0,2019,Tra Carson,10.6,RB,13,52.85,-42.25,3688
352.0,2019,Wes Hills,16.2,RB,13,52.85,-36.65,6115
359.5,2019,Alfred Morris,0.4,RB,13,52.85,-52.45,1170
361.0,2019,Darrel Williams,69.8,RB,13,52.85,16.95,5549
363.0,2019,Reggie Bonnafon,29.3,RB,14,23.9,5.4,5162
374.5,2019,Buddy Howell,1.0,RB,14,23.9,-22.9,5271
375.0,2019,Danny Vitale,17.0,RB,14,23.9,-6.9,
377.5,2019,Jeff Wilson Jr.,46.9,RB,14,23.9,23.0,5284
391.0,2019,Patrick Laird,66.2,RB,14,23.9,42.3,6311
393.5,2019,Jordan Scarlett,0.9,RB,14,23.9,-23.0,6167
396.0,2019,Jonathan Williams,40.4,RB,15,42.5,-2.1,3312
410.5,2019,Qadree Ollison,30.7,RB,15,42.5,-11.8,6002
413.0,2019,Ty Johnson,62.2,RB,15,42.5,19.7,6039
413.0,2019,David Fluellen,0.0,RB,15,42.5,-42.5,1794
415.0,2019,Wayne Gallman,50.2,RB,15,42.5,7.7,4150
423.5,2019,DeAndre Washington,121.9,RB,15,42.5,79.4,3300
425.0,2019,T.J. Logan,4.3,RB,16,16.7,-12.4,4186
437.0,2019,Taiwan Jones,5.9,RB,16,16.7,-10.8,886
439.0,2019,James Develin,0.3,RB,16,16.7,-16.4,
442.5,2019,Raheem Mostert,169.2,RB,16,16.7,152.5,2749
448.5,2019,Darren Sproles,15.0,RB,16,16.7,-1.7,246
449.0,2019,Mike Boone,50.0,RB,16,16.7,33.3,5209
450.0,2019,Marshawn Lynch,9.4,RB,17,13.4,-4.0,745
453.0,2019,Devine Ozigbo,8.0,RB,17,13.4,-5.4,6068
453.0,2019,Trenton Cannon,0.0,RB,17,13.4,-13.4,5123
468.0,2019,Brandon Bolden,50.9,RB,17,13.4,37.5,1034
469.0,2019,D'Ernest Johnson,15.2,RB,17,13.4,1.8,6694
486.0,2019,Kerrith Whyte Jr.,14.1,RB,17,13.4,0.699999999999999,6175
494.0,2019,Josh Ferguson,0.9,RB,18,10.4,-9.5,3453
503.0,2019,Jeremy McNichols,0.0,RB,18,10.4,-10.4,4219
508.0,2019,Javorius Allen,11.5,RB,18,10.4,1.1,2430
548.0,2019,Rod Smith,0.0,RB,18,10.4,-10.4,
553.0,2019,Samaje Perine,1.6,RB,18,10.4,-8.8,4147
557.0,2019,John Kelly Jr.,0.9,RB,18,10.4,-9.5,5076
577.0,2019,Dwayne Washington,7.6,RB,19,7.75,-0.15,3391
583.0,2019,Josh Adams,1.2,RB,19,7.75,-6.55,5136
584.0,2019,Trayveon Williams,0.0,RB,19,7.75,-7.75,6144
588.0,2019,Mark Walton,44.0,RB,19,7.75,36.25,4997
590.0,2019,Zach Zenner,3.7,RB,19,7.75,-4.05,2560
601.0,2019,Travis Homer,28.0,RB,19,7.75,20.25,6012
603.0,2019,Wendell Smallwood,23.5,RB,20,23.5,0.0,3309
604.0,2019,Spencer Ware,12.3,RB,20,23.5,-11.2,1601
608.0,2019,Bilal Powell,33.2,RB,20,23.5,9.70000000000001,818
611.0,2019,J.D. McKissic,83.8,RB,20,23.5,60.3,3664
613.0,2019,C.J. Prosise,30.8,RB,20,23.5,7.3,3204
615.0,2019,Corey Clement,0.0,RB,20,23.5,-23.5,4651
622.0,2019,Paul Perkins,4.8,RB,21,36.35,-31.55,3211
623.0,2019,Ameer Abdullah,41.3,RB,21,36.35,4.95,2359
641.0,2019,Jordan Wilkins,54.0,RB,21,36.35,17.65,5100
650.0,2019,Myles Gaskin,31.4,RB,21,36.35,-4.95,5980
654.0,2019,Devontae Booker,12.6,RB,21,36.35,-23.75,3209
655.0,2019,Kyle Juszczyk,50.6,RB,21,36.35,14.25,
12.3,2019,Travis Kelce,256.3,TE,0,159.6,96.7,1466
26.3,2019,George Kittle,222.5,TE,0,159.6,62.9,4217
29.7,2019,Zach Ertz,215.6,TE,0,159.6,56.0,1339
55.3,2019,O.J. Howard,85.9,TE,0,159.6,-73.7,4055
57.7,2019,Evan Engram,109.4,TE,0,159.6,-50.2,4066
65.3,2019,Hunter Henry,150.2,TE,0,159.6,-9.40000000000001,3214
77.3,2019,Jared Cook,167.5,TE,1,146.15,21.35,367
87.0,2019,Vance McDonald,83.5,TE,1,146.15,-62.65,1587
92.3,2019,David Njoku,15.1,TE,1,146.15,-131.05,4033
103.3,2019,Eric Ebron,86.5,TE,1,146.15,-59.65,2118
112.3,2019,Austin Hooper,189.7,TE,1,146.15,43.55,3202
121.3,2019,Delanie Walker,54.5,TE,1,146.15,-91.65,284
124.3,2019,Mark Andrews,209.2,TE,2,113.45,95.75,5012
138.7,2019,Kyle Rudolph,111.7,TE,2,113.45,-1.75,943
145.7,2019,Trey Burton,22.4,TE,2,113.45,-91.05,1793
147.3,2019,T.J. Hockenson,80.7,TE,2,113.45,-32.75,5844
155.3,2019,Chris Herndon,1.7,TE,2,113.45,-111.75,5009
157.0,2019,Jimmy Graham,100.7,TE,2,113.45,-12.75,616
158.0,2019,Greg Olsen,123.7,TE,3,102.85,20.85,58
158.3,2019,Dallas Goedert,148.7,TE,3,102.85,45.85,5022
163.3,2019,Darren Waller,223.1,TE,3,102.85,120.25,2505
177.3,2019,Jack Doyle,111.8,TE,3,102.85,8.95,1706
184.7,2019,Noah Fant,113.0,TE,3,102.85,10.15,5857
191.0,2019,Tyler Eifert,104.6,TE,3,102.85,1.75,1388
214.3,2019,Jason Witten,139.9,TE,4,72.05,67.85,23
215.3,2019,Mike Gesicki,138.0,TE,4,72.05,65.95,4993
225.7,2019,Gerald Everett,89.8,TE,4,72.05,17.75,4089
242.0,2019,Ian Thomas,35.6,TE,4,72.05,-36.45,4995
242.7,2019,Irv Smith Jr.,79.1,TE,4,72.05,7.05,6126
247.3,2019,Cameron Brate,91.1,TE,4,72.05,19.05,2214
303.0,2019,Ryan Izzo,23.4,TE,5,70.5,-47.1,5094
304.0,2019,Scott Simonson,3.1,TE,5,70.5,-67.4,2040
340.0,2019,Logan Thomas,39.3,TE,5,70.5,-31.2,2251
344.0,2019,Levine Toilolo,3.0,TE,5,70.5,-67.5,1642
366.0,2019,Nick Boyle,75.1,TE,5,70.5,4.59999999999999,2474
367.0,2019,Darren Fells,110.1,TE,5,70.5,39.6,1592
367.7,2019,Jesse James,30.2,TE,6,51.7,-21.5,2463
374.7,2019,Hayden Hurst,76.9,TE,6,51.7,25.2,4973
377.5,2019,Ricky Seals-Jones,60.9,TE,6,51.7,9.2,4531
378.0,2019,Ryan Griffin,96.0,TE,6,51.7,44.3,1425
382.5,2019,Benjamin Watson,34.3,TE,6,51.7,-17.4,663
383.0,2019,Eric Saubert,4.1,TE,6,51.7,-47.6,4189
384.0,2019,Deon Yelder,8.0,TE,7,36.75,-28.75,5277
386.0,2019,Charles Clay,47.7,TE,7,36.75,10.95,801
387.5,2019,Matt LaCosse,32.1,TE,7,36.75,-4.65,2944
388.0,2019,Foster Moreau,68.4,TE,7,36.75,31.65,5985
392.0,2019,Tommy Sweeney,19.4,TE,7,36.75,-17.35,6137
393.5,2019,Jordan Thomas,1.8,TE,7,36.75,-34.95,5117
395.0,2019,Robert Tonyan,26.0,TE,8,28.1,-2.1,4602
398.0,2019,C.J. Uzomah,63.2,TE,8,28.1,35.1,2460
398.0,2019,Nick O'Leary,29.9,TE,8,28.1,1.8,2495
412.0,2019,Anthony Firkser,40.4,TE,8,28.1,12.3,4435
413.0,2019,Geoff Swaim,19.5,TE,8,28.1,-8.6,2545
417.0,2019,Kaden Smith,75.8,TE,8,28.1,47.7,6146
429.0,2019,Rhett Ellison,40.7,TE,9,26.4,14.3,1211
430.0,2019,Dan Arnold,32.7,TE,9,26.4,6.3,4741
432.0,2019,Luke Willson,15.9,TE,9,26.4,-10.5,1603
433.0,2019,Will Dissly,73.9,TE,9,26.4,47.5,5010
435.0,2019,Virgil Green,22.8,TE,9,26.4,-3.6,868
440.5,2019,Jordan Akins,89.8,TE,9,26.4,63.4,5032
441.0,2019,Drew Sample,8.0,TE,10,21.15,-13.15,6001
442.0,2019,Ryan Griffin,96.0,TE,10,21.15,74.85,1425
443.0,2019,Ross Dwelley,36.1,TE,10,21.15,14.95,5285
447.0,2019,Lance Kendricks,8.0,TE,10,21.15,-13.15,964
452.0,2019,Dalton Schultz,1.6,TE,10,21.15,-19.55,5001
458.5,2019,Vernon Davis,28.3,TE,10,21.15,7.15,200
464.0,2019,Garrett Celek,0.0,TE,11,23.05,-23.05,1223
467.0,2019,Jeremy Sprinkle,56.1,TE,11,23.05,33.05,4221
475.0,2019,Jace Sternberger,0.0,TE,11,23.05,-23.05,6139
476.5,2019,Blake Jarwin,85.5,TE,11,23.05,62.45,4571
477.0,2019,Adam Shaheen,16.4,TE,11,23.05,-6.65,4085
479.5,2019,Dawson Knox,79.7,TE,11,23.05,56.65,5906
483.0,2019,Blake Bell,14.7,TE,12,23.2,-8.5,2422
490.5,2019,Tyler Higbee,160.4,TE,12,23.2,137.2,3271
510.0,2019,Maxx Williams,41.2,TE,12,23.2,18.0,2360
522.0,2019,Josh Hill,65.6,TE,12,23.2,42.4,1777
534.0,2019,Jacob Hollister,93.9,TE,12,23.2,70.7,4421
544.0,2019,Xavier Grimble,1.3,TE,12,23.2,-21.9,2082
568.0,2019,Demetrius Harris,47.9,TE,13,31.4,16.5,1619
630.0,2019,Mo Alie-Cox,17.3,TE,13,31.4,-14.1,4054
635.0,2019,Nick Vannett,33.6,TE,13,31.4,2.2,3258
643.0,2019,Jeff Heuerman,31.4,TE,13,31.4,0.0,2397
658.0,2019,Tyler Kroft,19.1,TE,13,31.4,-12.3,2390
660.0,2019,Jonnu Smith,104.7,TE,13,31.4,73.3,4144
5.0,2019,DeAndre Hopkins,264.3,WR,0,273.95,-9.65000000000003,1426
8.0,2019,Davante Adams,212.7,WR,0,273.95,-61.2500000000001,2133
10.7,2019,Julio Jones,274.1,WR,0,273.95,0.149999999999977,947
12.3,2019,Michael Thomas,374.6,WR,0,273.95,100.65,3199
13.3,2019,Odell Beckham Jr.,202.5,WR,0,273.95,-71.4500000000001,2078
14.3,2019,JuJu Smith-Schuster,115.2,WR,0,273.95,-158.75,4040
17.7,2019,Tyreek Hill,188.3,WR,1,227.8,-39.5,3321
19.7,2019,Mike Evans,230.7,WR,1,227.8,2.89999999999998,2216
21.0,2019,Antonio Brown,16.1,WR,1,227.8,-211.7,536
25.3,2019,Adam Thielen,114.4,WR,1,227.8,-113.4,1689
26.7,2019,Keenan Allen,261.5,WR,1,227.8,33.7,1479
33.0,2019,Stefon Diggs,218.3,WR,1,227.8,-9.5,2449
33.7,2019,Amari Cooper,246.5,WR,2,226.2,20.3,2309
37.7,2019,Julian Edelman,250.4,WR,2,226.2,24.2,344
39.3,2019,Chris Godwin,274.1,WR,2,226.2,47.9,4037
40.3,2019,Brandin Cooks,117.5,WR,2,226.2,-108.7,2197
42.0,2019,T.Y. Hilton,125.1,WR,2,226.2,-101.1,1110
43.7,2019,Kenny Golladay,250.0,WR,2,226.2,23.8,4131
46.0,2019,Robert Woods,232.9,WR,3,209.45,23.45,1352
46.0,2019,Tyler Lockett,235.2,WR,3,209.45,25.75,2374
50.0,2019,Cooper Kupp,270.5,WR,3,209.45,61.05,4039
54.0,2019,Calvin Ridley,195.0,WR,3,209.45,-14.45,4981
54.3,2019,Tyler Boyd,226.9,WR,3,209.45,17.45,3225
58.7,2019,DJ Moore,232.5,WR,3,209.45,23.05,4983
64.3,2019,Allen Robinson II,254.9,WR,4,166.3,88.6,1992
68.3,2019,Alshon Jeffery,122.2,WR,4,166.3,-44.1,1149
69.3,2019,Jarvis Landry,237.4,WR,4,166.3,71.1,1825
71.0,2019,Robbie Chosen,160.3,WR,4,166.3,-6.0,3423
78.3,2019,Dede Westbrook,152.7,WR,4,166.3,-13.6,4146
81.3,2019,Christian Kirk,166.2,WR,4,166.3,-0.100000000000023,4950
82.0,2019,Sammy Watkins,138.5,WR,5,143.1,-4.60000000000002,1817
82.3,2019,Josh Gordon,75.7,WR,5,143.1,-67.4,1244
84.0,2019,Corey Davis,115.1,WR,5,143.1,-28.0,4036
85.7,2019,Curtis Samuel,171.7,WR,5,143.1,28.6,4082
89.7,2019,Sterling Shepard,139.8,WR,5,143.1,-3.30000000000001,3200
95.0,2019,Marvin Jones Jr.,193.9,WR,5,143.1,50.8,1067
97.7,2019,Marquez Valdes-Scantling,84.1,WR,6,146.4,-62.3,5086
98.3,2019,Courtland Sutton,220.9,WR,6,146.4,74.5,5045
101.0,2019,Dante Pettis,33.9,WR,6,146.4,-112.5,4992
102.7,2019,Emmanuel Sanders,182.9,WR,6,146.4,36.5,538
104.7,2019,Larry Fitzgerald,179.4,WR,6,146.4,33.0,223
106.0,2019,Geronimo Allison,75.4,WR,6,146.4,-71.0,3503
111.0,2019,James Washington,135.5,WR,7,114.2,21.3,5024
117.0,2019,DeSean Jackson,36.9,WR,7,114.2,-77.3,147
119.7,2019,Michael Gallup,212.7,WR,7,114.2,98.5,5038
123.3,2019,Donte Moncrief,5.8,WR,7,114.2,-108.4,1971
128.0,2019,Tyrell Williams,143.1,WR,7,114.2,28.9,2583
132.0,2019,Golden Tate,154.2,WR,7,114.2,40.0,642
132.0,2019,Anthony Miller,129.5,WR,8,123.0,6.5,5013
135.0,2019,Mike Williams,161.3,WR,8,123.0,38.3,4068
135.3,2019,John Brown,214.7,WR,8,123.0,91.7,2238
136.0,2019,Keke Coutee,54.8,WR,8,123.0,-68.2,5007
144.0,2019,Jamison Crowder,197.7,WR,8,123.0,74.7,2410
149.3,2019,D.K. Metcalf,191.1,WR,8,123.0,68.1,5846
154.0,2019,Mecole Hardman Jr.,117.5,WR,9,117.9,-0.400000000000006,5917
165.7,2019,Tre'Quan Smith,71.4,WR,9,117.9,-46.5,5026
171.7,2019,Adam Humphries,86.5,WR,9,117.9,-31.4,2822
173.7,2019,Devin Funchess,6.2,WR,9,117.9,-111.7,
176.3,2019,Deebo Samuel,189.1,WR,9,117.9,71.2,5872
177.0,2019,DeVante Parker,246.2,WR,9,117.9,128.3,2319
177.3,2019,Marquise Goodwin,38.1,WR,10,99.6,-61.5,1346
181.0,2019,Albert Wilson,88.6,WR,10,99.6,-11.0,2025
181.0,2019,Zay Jones,48.9,WR,10,99.6,-50.7,4080
182.0,2019,Kenny Stills,120.1,WR,10,99.6,20.5,1555
185.0,2019,Mohamed Sanu,124.1,WR,10,99.6,24.5,1071
187.3,2019,N'Keal Harry,39.4,WR,10,99.6,-60.2,
190.0,2019,Parris Campbell,40.1,WR,11,74.25,-34.15,5880
191.7,2019,Cole Beasley,180.8,WR,11,74.25,106.55,1144
204.3,2019,DaeSean Hamilton,63.7,WR,11,74.25,-10.55,4998
208.3,2019,Andy Isabella,35.4,WR,11,74.25,-38.85,5915
211.0,2019,Miles Boykin,50.8,WR,11,74.25,-23.45,5965
213.0,2019,Trey Quinn,51.5,WR,11,74.25,-22.75,5139
215.7,2019,Taylor Gabriel,90.3,WR,12,94.7,-4.40000000000001,1903
217.3,2019,Nelson Agholor,94.0,WR,12,94.7,-0.700000000000003,2325
217.5,2019,Rashard Higgins,15.5,WR,12,94.7,-79.2,3328
217.7,2019,Randall Cobb,156.9,WR,12,94.7,62.2,928
223.0,2019,J.J. Arcega-Whiteside,32.9,WR,12,94.7,-61.8,5863
224.3,2019,Demaryius Thomas,85.3,WR,12,94.7,-9.40000000000001,560
229.0,2019,KeeSean Johnson,46.0,WR,13,78.35,-32.35,5962
234.3,2019,Ted Ginn Jr.,85.9,WR,13,78.35,7.55000000000001,695
241.7,2019,Robert Foster,12.3,WR,13,78.35,-66.05,5250
243.5,2019,DJ Chark Jr.,223.8,WR,13,78.35,145.45,4951
245.0,2019,Jakobi Meyers,61.9,WR,13,78.35,-16.45,5947
245.3,2019,Danny Amendola,135.8,WR,13,78.35,57.45,491
246.0,2019,A.J. Brown,217.1,WR,14,90.55,126.55,5859
247.0,2019,Preston Williams,92.8,WR,14,90.55,2.25,6148
251.5,2019,John Ross,97.0,WR,14,90.55,6.45,4038
255.5,2019,David Moore,61.6,WR,14,90.55,-28.95,4274
257.0,2019,Antonio Callaway,16.9,WR,14,90.55,-73.65,5310
259.3,2019,Phillip Dorsett,100.8,WR,14,90.55,10.25,2334
262.0,2019,Demarcus Robinson,100.9,WR,15,60.7,40.2,3286
268.5,2019,Terry McLaurin,191.9,WR,15,60.7,131.2,5927
269.5,2019,Willie Snead IV,95.1,WR,15,60.7,34.4,1911
272.5,2019,Josh Reynolds,61.9,WR,15,60.7,1.2,4171
302.0,2019,Malik Turner,45.5,WR,15,60.7,-15.2,5781
312.0,2019,Richie James,28.4,WR,15,60.7,-32.3,5137
318.0,2019,Josh Bellamy,4.0,WR,16,47.55,-43.55,1312
324.0,2019,Deonte Harty,11.5,WR,16,47.55,-36.05,6234
325.3,2019,Paul Richardson Jr.,64.5,WR,16,47.55,16.95,2279
328.0,2019,Gehrig Dieter,0.0,WR,16,47.55,-47.55,4489
334.0,2019,Trevor Davis,32.4,WR,16,47.55,-15.15,3319
341.0,2019,Damion Ratley,38.0,WR,16,47.55,-9.55,5080
353.0,2019,Robert Davis,3.7,WR,17,50.1,-46.4,4285
359.0,2019,Bobo Wilson,6.5,WR,17,50.1,-43.6,4480
369.0,2019,Damion Willis,17.2,WR,17,50.1,-32.9,6549
369.0,2019,Russell Gage,100.8,WR,17,50.1,50.7,5110
370.0,2019,Hunter Renfrow,133.5,WR,17,50.1,83.4,5955
374.0,2019,Cam Sims,4.7,WR,17,50.1,-45.4,5432
378.5,2019,Keelan Doss,24.3,WR,18,55.85,-31.55,6032
382.0,2019,Auden Tate,103.5,WR,18,55.85,47.65,5130
386.0,2019,Justin Hardy,38.5,WR,18,55.85,-17.35,2412
388.0,2019,Breshad Perriman,138.1,WR,18,55.85,82.25,2331
398.5,2019,Chris Conley,154.5,WR,18,55.85,98.65,2381
399.0,2019,Vyncint Smith,50.7,WR,18,55.85,-5.15,5260
401.0,2019,Zach Pascal,133.3,WR,19,45.5,87.8,4319
401.5,2019,Diontae Johnson,161.1,WR,19,45.5,115.6,5937
402.0,2019,De'Anthony Thomas,2.1,WR,19,45.5,-43.4,2023
405.0,2019,Jake Kumerow,39.9,WR,19,45.5,-5.6,2821
405.0,2019,Chad Williams,0.0,WR,19,45.5,-45.5,4128
408.0,2019,T.J. Jones,12.8,WR,19,45.5,-32.7,2121
409.0,2019,Isaiah McKenzie,63.3,WR,20,25.7,37.6,4197
415.0,2019,Michael Crabtree,6.2,WR,20,25.7,-19.5,455
415.0,2019,Andre Roberts,5.7,WR,20,25.7,-20.0,627
416.0,2019,Jaron Brown,50.0,WR,20,25.7,24.3,1684
416.0,2019,Javon Wims,42.6,WR,20,25.7,16.9,5111
422.0,2019,Juwann Winfree,0.0,WR,20,25.7,-25.7,6223
423.0,2019,Marcell Ateman,16.6,WR,21,21.7,-5.1,4942
428.0,2019,Josh Malone,0.0,WR,21,21.7,-21.7,4160
434.0,2019,Cody Core,5.8,WR,21,21.7,-15.9,3355
436.5,2019,Jakeem Grant Sr.,41.9,WR,21,21.7,20.2,3342
439.5,2019,Josh Doctson,0.0,WR,21,21.7,-21.7,3178
445.5,2019,Travis Benjamin,9.0,WR,21,21.7,-12.7,1077
455.0,2019,Chad Beebe,9.0,WR,22,17.7,-8.7,5570
456.0,2019,Russell Shepard,5.5,WR,22,17.7,-12.2,1333
457.0,2019,Austin Carr,1.9,WR,22,17.7,-15.8,4416
458.5,2019,Deon Cain,21.4,WR,22,17.7,3.7,5101
460.0,2019,DeAndre Carter,27.2,WR,22,17.7,9.5,2750
460.5,2019,Cody Latimer,66.0,WR,22,17.7,48.3,2004
463.0,2019,Damiere Byrd,73.9,WR,23,22.5,51.4,2673
466.0,2019,Bennie Fowler,44.3,WR,23,22.5,21.8,2003
471.5,2019,Chris Moore,5.1,WR,23,22.5,-17.4,3269
474.0,2019,Trent Sherfield,12.0,WR,23,22.5,-10.5,5154
476.5,2019,Cordarrelle Patterson,29.6,WR,23,22.5,7.1,
480.0,2019,Riley Ridley,12.9,WR,23,22.5,-9.6,5873
481.0,2019,Alex Erickson,99.2,WR,24,18.6,80.6,3433
482.0,2019,Laquon Treadwell,33.4,WR,24,18.6,14.8,3155
482.5,2019,Chris Hogan,14.7,WR,24,18.6,-3.9,1329
484.0,2019,Lil'Jordan Humphrey,0.0,WR,24,18.6,-18.6,5938
487.0,2019,Keelan Cole Sr.,78.7,WR,24,18.6,60.1,4622
493.0,2019,Jason Sanders,7.1,WR,24,18.6,-11.5,
497.0,2019,John Ursua,2.1,WR,25,20.85,-18.75,6168
531.0,2019,Seth Roberts,60.1,WR,25,20.85,39.25,2039
554.0,2019,Tavon Austin,47.4,WR,25,20.85,26.55,1567
555.0,2019,Braxton Berrios,17.5,WR,25,20.85,-3.35,5121
560.0,2019,Jarius Wright,56.9,WR,25,20.85,36.05,1215
570.0,2019,Byron Pringle,35.0,WR,25,20.85,14.15,5199
574.0,2019,Tajae Sharpe,81.9,WR,26,37.15,44.75,3297
582.0,2019,Darius Slayton,170.0,WR,26,37.15,132.85,6149
594.0,2019,Allen Hurns,85.6,WR,26,37.15,48.45,1984
597.0,2019,Kendrick Bourne,95.8,WR,26,37.15,58.65,4454
598.0,2019,Jordan Matthews,7.3,WR,26,37.15,-29.85,
607.0,2019,Ryan Grant,5.4,WR,26,37.15,-31.75,2093
609.0,2019,J.J. Nelson,13.6,WR,27,13.0,0.6,2462
