AVG,year,player,fantasyPts,position,bucket,median,expected_diff,player_id
43.7,2018,Mark Ingram II,144.5,RB,2,193.55,-49.05,956
44.0,2018,Royce Freeman,103.3,RB,3,169.05,-65.75,5046
45.3,2018,Lamar Miller,174.6,RB,3,169.05,5.54999999999998,1048
50.0,2018,Dion Lewis,162.7,RB,3,169.05,-6.35000000000002,788
60.0,2018,Carlos Hyde,100.4,RB,3,169.05,-68.65,2257
63.3,2018,Rex Burkhead,51.7,RB,3,169.05,-117.35,1387
63.3,2018,Tevin Coleman,193.6,RB,3,169.05,24.55,2378
67.3,2018,Marshawn Lynch,79.0,RB,4,151.8,-72.8,745
70.0,2018,Sony Michel,141.1,RB,4,151.8,-10.7,4962
74.3,2018,Kerryon Johnson,141.4,RB,4,151.8,-10.4,5068
74.7,2018,Rashaad Penny,70.4,RB,4,151.8,-81.4,4985
76.7,2018,Jamaal Williams,112.4,RB,4,151.8,-39.4,4149
79.7,2018,Tarik Cohen,235.9,RB,4,151.8,84.1,4157
84.7,2018,Chris Carson,205.4,RB,5,150.3,55.1,4273
87.3,2018,Isaiah Crowell,140.7,RB,5,150.3,-9.60000000000003,1901
89.3,2018,Duke Johnson Jr.,128.0,RB,5,150.3,-22.3,2382
93.0,2018,Ronald Jones,20.7,RB,5,150.3,-129.6,5052
100.0,2018,Marlon Mack,178.1,RB,5,150.3,27.8,4152
103.3,2018,David Johnson,248.6,RB,5,150.3,98.3,2391
104.7,2018,James White,276.6,RB,6,106.55,170.05,1848
112.7,2018,Peyton Barber,152.3,RB,6,106.55,45.75,3594
113.0,2018,C.J. Anderson,67.4,RB,6,106.55,-39.15,1451
115.0,2018,Nick Chubb,194.5,RB,6,106.55,87.95,4988
128.3,2018,Giovani Bernard,95.9,RB,6,106.55,-10.65,1386
130.0,2018,Ty Montgomery,73.3,RB,6,106.55,-33.25,2399
136.3,2018,Theo Riddick,116.5,RB,7,89.5,27.0,1517
137.7,2018,Corey Clement,79.1,RB,7,89.5,-10.4,4651
138.0,2018,Bilal Powell,62.3,RB,7,89.5,-27.2,818
138.3,2018,Chris Thompson,91.6,RB,7,89.5,2.09999999999999,1502
139.0,2018,Devontae Booker,89.8,RB,7,89.5,0.299999999999997,3209
139.7,2018,Matt Breida,164.5,RB,7,89.5,75.0,4455
146.3,2018,Latavius Murray,129.9,RB,8,110.3,19.6,1476
147.0,2018,Adrian Peterson,193.0,RB,8,110.3,82.7,184
158.0,2018,D'Onta Foreman,10.7,RB,8,110.3,-99.6,4111
162.3,2018,LeGarrette Blount,88.5,RB,8,110.3,-21.8,730
163.7,2018,Jordan Wilkins,64.1,RB,8,110.3,-46.2,5100
167.0,2018,Austin Ekeler,170.8,RB,8,110.3,60.5,4663
169.0,2018,Nyheim Miller-Hines,160.8,RB,9,83.85,76.95,5347
177.7,2018,Alfred Morris,70.1,RB,9,83.85,-13.75,1170
179.0,2018,Doug Martin,125.9,RB,9,83.85,42.05,1195
185.7,2018,T.J. Yeldon,175.1,RB,9,83.85,91.25,2341
194.3,2018,Samaje Perine,6.7,RB,9,83.85,-77.15,4147
195.0,2018,Javorius Allen,95.6,RB,9,83.85,11.75,2430
197.3,2018,James Conner,280.0,RB,10,74.3,205.7,4137
199.0,2018,Spencer Ware,79.0,RB,10,74.3,4.69999999999999,1601
200.7,2018,Frank Gore,102.6,RB,10,74.3,28.3,232
212.3,2018,Chris Ivory,78.0,RB,10,74.3,3.69999999999999,717
225.3,2018,Kalen Ballage,39.7,RB,10,74.3,-34.6,4994
226.3,2018,Darren Sproles,61.0,RB,10,74.3,-13.3,246
227.7,2018,John Kelly Jr.,12.1,RB,11,56.85,-44.75,5076
230.7,2018,Kenneth Dixon,56.4,RB,11,56.85,-0.449999999999996,3208
238.0,2018,Chase Edmonds,63.1,RB,11,56.85,6.25000000000001,5000
249.3,2018,Rod Smith,33.7,RB,11,56.85,-23.15,
251.7,2018,Jonathan Stewart,1.7,RB,11,56.85,-55.15,218
255.3,2018,Wayne Gallman,46.5,RB,11,56.85,-10.35,4150
261.0,2018,Jonathan Williams,1.1,RB,12,20.7,-19.6,3312
263.0,2018,Corey Grant,19.7,RB,12,20.7,-1.0,2729
263.7,2018,Mike Gillislee,6.2,RB,12,20.7,-14.5,1353
267.3,2018,Ameer Abdullah,5.9,RB,12,20.7,-14.8,2359
269.0,2018,C.J. Prosise,4.9,RB,12,20.7,-15.8,3204
273.0,2018,Elijah McGuire,90.2,RB,12,20.7,69.5,4263
273.7,2018,Jaylen Samuels,89.5,RB,13,52.85,36.65,5107
286.0,2018,Phillip Lindsay,222.8,RB,13,52.85,169.95,5170
297.0,2018,Justin Jackson,61.1,RB,13,52.85,8.25000000000001,5131
298.0,2018,Alfred Blue,97.3,RB,13,52.85,44.45,1944
301.0,2018,Christine Michael,0.9,RB,13,52.85,-51.95,1596
304.0,2018,Jalen Richard,160.6,RB,13,52.85,107.75,3868
305.0,2018,Elijhaa Penny,15.5,RB,14,23.9,-8.4,3803
306.0,2018,De'Angelo Henderson Sr.,1.9,RB,14,23.9,-22.0,4239
308.0,2018,Mark Walton,12.5,RB,14,23.9,-11.4,4997
311.3,2018,Marcus Murphy,38.6,RB,14,23.9,14.7,2529
313.0,2018,Malcolm Brown,37.4,RB,14,23.9,13.5,2588
317.5,2018,Wendell Smallwood,117.4,RB,14,23.9,93.5,3309
318.0,2018,Kyle Juszczyk,71.4,RB,15,42.5,28.9,
319.0,2018,J.D. McKissic,0.8,RB,15,42.5,-41.7,3664
321.0,2018,Cameron Artis-Payne,17.4,RB,15,42.5,-25.1,2477
334.5,2018,Jacquizz Rodgers,85.0,RB,15,42.5,42.5,949
335.5,2018,DeAndre Washington,13.4,RB,15,42.5,-29.1,3300
347.0,2018,Josh Adams,81.9,RB,15,42.5,39.4,5136
351.0,2018,Kapri Bibbs,61.8,RB,16,16.7,45.1,2001
357.0,2018,Jeremy McNichols,0.4,RB,16,16.7,-16.3,4219
362.0,2018,Charcandrick West,11.6,RB,16,16.7,-5.1,2024
364.0,2018,Mike Davis,136.8,RB,16,16.7,120.1,2431
381.0,2018,Robert Turbin,2.3,RB,16,16.7,-14.4,1232
383.0,2018,Trenton Cannon,48.7,RB,16,16.7,32.0,5123
387.0,2018,Damien Williams,100.6,RB,17,13.4,87.2,1833
389.0,2018,Ito Smith,97.7,RB,17,13.4,84.3,5004
392.0,2018,Roc Thomas,7.1,RB,17,13.4,-6.3,5274
407.0,2018,Benny Cunningham,3.9,RB,17,13.4,-9.5,1564
410.0,2018,T.J. Logan,10.9,RB,17,13.4,-2.5,4186
415.0,2018,Nick Bellore,5.5,RB,17,13.4,-7.9,
426.0,2018,Raheem Mostert,40.6,RB,18,10.4,30.2,2749
429.0,2018,Keith Ford,13.0,RB,18,10.4,2.6,5624
431.0,2018,Zach Zenner,57.1,RB,18,10.4,46.7,2560
437.0,2018,Travaris Cadet,3.2,RB,18,10.4,-7.2,1185
449.0,2018,Jamaal Charles,3.4,RB,18,10.4,-7.0,323
450.0,2018,Stevan Ridley,18.8,RB,18,10.4,8.4,811
468.0,2018,Byron Marshall,7.9,RB,19,7.75,0.15,3491
469.0,2018,Keith Smith,7.3,RB,19,7.75,-0.45,
477.0,2018,Zach Line,22.5,RB,19,7.75,14.75,
482.0,2018,Mike Boone,6.8,RB,19,7.75,-0.95,5209
484.0,2018,Tyler Ervin,6.5,RB,19,7.75,-1.25,3280
491.0,2018,Kenjon Barner,8.4,RB,19,7.75,0.65,1546
495.0,2018,Dwayne Washington,15.4,RB,20,23.5,-8.1,3391
20.7,2018,Rob Gronkowski,133.2,TE,0,159.6,-26.4,515
26.7,2018,Travis Kelce,296.6,TE,0,159.6,137.0,1466
35.3,2018,Zach Ertz,280.3,TE,0,159.6,120.7,1339
56.3,2018,Jimmy Graham,130.6,TE,0,159.6,-29.0,616
67.3,2018,Evan Engram,124.3,TE,0,159.6,-35.3,4066
82.3,2018,Trey Burton,147.1,TE,0,159.6,-12.5,1793
83.0,2018,Kyle Rudolph,151.4,TE,1,146.15,5.25,943
84.0,2018,Jordan Reed,121.8,TE,1,146.15,-24.35,1500
106.7,2018,David Njoku,143.9,TE,1,146.15,-2.25,4033
107.3,2018,Jack Doyle,62.5,TE,1,146.15,-83.65,1706
115.0,2018,George Kittle,256.7,TE,1,146.15,110.55,4217
134.0,2018,Tyler Eifert,38.9,TE,1,146.15,-107.25,1388
153.0,2018,Austin Seferian-Jenkins,26.0,TE,2,113.45,-87.45,2222
155.3,2018,Eric Ebron,224.2,TE,2,113.45,110.75,2118
156.0,2018,Cameron Brate,94.9,TE,2,113.45,-18.55,2214
162.7,2018,Jared Cook,193.6,TE,2,113.45,80.15,367
163.3,2018,Austin Hooper,161.0,TE,2,113.45,47.55,3202
164.7,2018,Charles Clay,39.4,TE,2,113.45,-74.05,801
176.0,2018,Mike Gesicki,42.2,TE,3,102.85,-60.65,4993
176.7,2018,Benjamin Watson,87.0,TE,3,102.85,-15.85,663
181.3,2018,Ricky Seals-Jones,74.3,TE,3,102.85,-28.55,4531
183.0,2018,Vance McDonald,135.0,TE,3,102.85,32.15,1587
199.7,2018,Hayden Hurst,35.3,TE,3,102.85,-67.55,4973
225.3,2018,Vernon Davis,73.7,TE,3,102.85,-29.15,200
232.0,2018,Antonio Gates,73.3,TE,4,72.05,1.25,322
233.0,2018,Dallas Goedert,90.4,TE,4,72.05,18.35,5022
236.7,2018,Jake Butt,16.5,TE,4,72.05,-55.55,4151
246.3,2018,Luke Willson,21.7,TE,4,72.05,-50.35,1603
252.7,2018,Tyler Kroft,7.6,TE,4,72.05,-64.45,2390
261.0,2018,Ryan Griffin,54.5,TE,4,72.05,-17.55,1425
263.3,2018,Gerald Everett,84.6,TE,5,70.5,14.1,4089
264.3,2018,Nick Vannett,73.9,TE,5,70.5,3.40000000000001,3258
268.0,2018,Adam Shaheen,15.8,TE,5,70.5,-54.7,4085
275.0,2018,Virgil Green,46.0,TE,5,70.5,-24.5,868
275.0,2018,Rico Gathers,7.5,TE,5,70.5,-63.0,3372
284.7,2018,Tyler Higbee,65.2,TE,5,70.5,-5.3,3271
285.5,2018,Jonnu Smith,63.8,TE,6,51.7,12.1,4144
286.7,2018,Jesse James,84.3,TE,6,51.7,32.6,2463
289.5,2018,Ed Dickson,45.2,TE,6,51.7,-6.5,701
297.0,2018,Blake Jarwin,75.7,TE,6,51.7,24.0,4571
312.5,2018,Garrett Celek,26.0,TE,6,51.7,-25.7,1223
315.7,2018,Jordan Akins,39.5,TE,6,51.7,-12.2,5032
316.0,2018,Mark Andrews,107.2,TE,7,36.75,70.45,5012
317.0,2018,Jeff Heuerman,71.1,TE,7,36.75,34.35,2397
318.5,2018,Jacob Hollister,9.2,TE,7,36.75,-27.55,4421
329.0,2018,Michael Roberts,37.0,TE,7,36.75,0.25,4164
338.5,2018,Chris Herndon,113.2,TE,7,36.75,76.45,5009
348.0,2018,Marcedes Lewis,6.9,TE,7,36.75,-29.85,111
378.0,2018,Josh Hill,40.5,TE,8,28.1,12.4,1777
380.0,2018,Geoff Swaim,56.2,TE,8,28.1,28.1,2545
381.0,2018,Seth DeValve,18.4,TE,8,28.1,-9.70000000000001,3296
386.0,2018,Ian Thomas,81.3,TE,8,28.1,53.2,4995
388.0,2018,Hakeem Valles,3.1,TE,8,28.1,-25.0,3612
397.0,2018,Jermaine Gresham,18.4,TE,8,28.1,-9.70000000000001,530
399.0,2018,Dion Sims,2.9,TE,9,26.4,-23.5,1357
405.0,2018,Niles Paul,19.5,TE,9,26.4,-6.9,918
406.0,2018,Nick Boyle,44.3,TE,9,26.4,17.9,2474
408.0,2018,Dalton Schultz,23.6,TE,9,26.4,-2.8,5001
423.0,2018,Jordan Leggett,31.4,TE,9,26.4,5.0,4153
424.0,2018,Dwayne Allen,5.7,TE,9,26.4,-20.7,1105
428.0,2018,Derek Carrier,19.7,TE,10,21.15,-1.45,1718
430.0,2018,Richard Rodgers,1.7,TE,10,21.15,-19.45,2146
442.0,2018,Nick O'Leary,22.6,TE,10,21.15,1.45,2495
443.0,2018,Clive Walford,0.0,TE,10,21.15,-21.15,2373
444.0,2018,Darren Fells,40.7,TE,10,21.15,19.55,1592
446.0,2018,Dan Arnold,33.0,TE,10,21.15,11.85,4741
458.0,2018,Neal Sterling,10.7,TE,11,23.05,-12.35,2519
465.0,2018,A.J. Derby,13.8,TE,11,23.05,-9.25,2503
466.0,2018,Demetrius Harris,46.4,TE,11,23.05,23.35,1619
483.0,2018,Erik Swoope,34.7,TE,11,23.05,11.65,1975
5.3,2018,Antonio Brown,323.7,WR,0,273.95,49.7499999999999,536
9.3,2018,DeAndre Hopkins,337.5,WR,0,273.95,63.55,1426
14.0,2018,Julio Jones,329.9,WR,0,273.95,55.9499999999999,947
15.7,2018,Michael Thomas,319.5,WR,0,273.95,45.55,3199
16.7,2018,Keenan Allen,260.1,WR,0,273.95,-13.85,1479
19.0,2018,Davante Adams,327.6,WR,0,273.95,53.65,2133
20.3,2018,A.J. Green,151.4,WR,1,227.8,-76.4,830
23.7,2018,Mike Evans,286.4,WR,1,227.8,58.6,2216
25.3,2018,Tyreek Hill,328.0,WR,1,227.8,100.2,3321
27.7,2018,T.Y. Hilton,239.0,WR,1,227.8,11.2,1110
30.0,2018,Stefon Diggs,264.3,WR,1,227.8,36.5,2449
30.7,2018,Adam Thielen,307.3,WR,1,227.8,79.5,1689
34.3,2018,Doug Baldwin,141.8,WR,2,226.2,-84.4,988
35.3,2018,Amari Cooper,219.5,WR,2,226.2,-6.69999999999999,2309
36.7,2018,Larry Fitzgerald,178.4,WR,2,226.2,-47.8,223
42.0,2018,Jarvis Landry,214.6,WR,2,226.2,-11.6,1825
42.3,2018,JuJu Smith-Schuster,296.9,WR,2,226.2,70.7,4040
44.7,2018,Demaryius Thomas,156.7,WR,2,226.2,-69.5,560
45.0,2018,Brandin Cooks,243.2,WR,3,209.45,33.75,2197
48.3,2018,Allen Robinson II,155.3,WR,3,209.45,-54.15,1992
49.0,2018,Golden Tate,180.9,WR,3,209.45,-28.55,642
50.3,2018,Josh Gordon,138.7,WR,3,209.45,-70.75,1244
53.3,2018,Marvin Jones Jr.,115.8,WR,3,209.45,-93.65,1067
56.7,2018,Chris Hogan,106.2,WR,3,209.45,-103.25,1329
60.7,2018,Marquise Goodwin,87.4,WR,4,166.3,-78.9,1346
62.0,2018,Corey Davis,183.6,WR,4,166.3,17.3,4036
66.7,2018,Michael Crabtree,132.7,WR,4,166.3,-33.6,455
68.0,2018,Emmanuel Sanders,193.1,WR,4,166.3,26.8,538
69.0,2018,Julian Edelman,205.7,WR,4,166.3,39.4,344
74.0,2018,Alshon Jeffery,185.3,WR,4,166.3,19.0,1149
78.7,2018,Sammy Watkins,115.1,WR,5,143.1,-28.0,1817
82.0,2018,Devin Funchess,122.9,WR,5,143.1,-20.2,
84.0,2018,Cooper Kupp,135.1,WR,5,143.1,-8.00000000000003,4039
85.0,2018,Jamison Crowder,82.8,WR,5,143.1,-60.3,2410
86.3,2018,Robert Woods,265.6,WR,5,143.1,122.5,1352
91.3,2018,Robbie Chosen,160.4,WR,5,143.1,17.3,3423
91.7,2018,Pierre Garcon,58.6,WR,6,146.4,-87.8,269
95.7,2018,Nelson Agholor,164.8,WR,6,146.4,18.4,2325
98.7,2018,Randall Cobb,88.3,WR,6,146.4,-58.1,928
103.0,2018,Jordy Nelson,154.7,WR,6,146.4,8.29999999999998,175
106.0,2018,Sterling Shepard,180.5,WR,6,146.4,34.1,3200
109.3,2018,Kenny Stills,128.3,WR,6,146.4,-18.1,1555
113.0,2018,Kelvin Benjamin,69.0,WR,7,114.2,-45.2,2182
123.7,2018,DeVante Parker,60.9,WR,7,114.2,-53.3,2319
129.0,2018,Mike Williams,178.2,WR,7,114.2,64.0,4068
130.3,2018,Allen Hurns,61.5,WR,7,114.2,-52.7,1984
135.3,2018,DJ Moore,161.3,WR,7,114.2,47.1,4983
136.0,2018,Kenny Golladay,207.1,WR,7,114.2,92.9,4131
136.7,2018,Cameron Meredith,26.4,WR,8,123.0,-96.6,2699
142.7,2018,Keelan Cole Sr.,93.1,WR,8,123.0,-29.9,4622
143.7,2018,Calvin Ridley,208.8,WR,8,123.0,85.8,4981
146.0,2018,Tyler Lockett,220.4,WR,8,123.0,97.4,2374
149.0,2018,Michael Gallup,95.7,WR,8,123.0,-27.3,5038
150.7,2018,Josh Doctson,109.2,WR,8,123.0,-13.8,3178
156.3,2018,John Brown,143.9,WR,9,117.9,26.0,2238
157.0,2018,Chris Godwin,185.2,WR,9,117.9,67.3,4037
157.7,2018,Rishard Matthews,7.4,WR,9,117.9,-110.5,1046
158.3,2018,Anthony Miller,119.9,WR,9,117.9,2.0,5013
164.7,2018,Dede Westbrook,177.5,WR,9,117.9,59.6,4146
170.0,2018,Paul Richardson Jr.,59.1,WR,9,117.9,-58.8,2279
173.7,2018,DeSean Jackson,151.3,WR,10,99.6,51.7,147
174.0,2018,Mohamed Sanu,178.2,WR,10,99.6,78.6,1071
177.3,2018,Tyrell Williams,137.8,WR,10,99.6,38.2,2583
180.3,2018,John Ross,84.9,WR,10,99.6,-14.7,4038
183.3,2018,Ted Ginn Jr.,52.5,WR,10,99.6,-47.1,695
186.3,2018,Martavis Bryant,47.9,WR,10,99.6,-51.7,1916
187.0,2018,Geronimo Allison,62.3,WR,11,74.25,-11.95,3503
194.0,2018,Courtland Sutton,136.3,WR,11,74.25,62.05,5045
196.0,2018,Christian Kirk,123.5,WR,11,74.25,49.25,4950
199.3,2018,Danny Amendola,122.3,WR,11,74.25,48.05,491
203.0,2018,James Washington,43.7,WR,11,74.25,-30.55,5024
204.0,2018,Donte Moncrief,132.8,WR,11,74.25,58.55,1971
205.3,2018,Mike Wallace,0.0,WR,12,94.7,-94.7,365
208.0,2018,Jordan Matthews,62.0,WR,12,94.7,-32.7,
209.7,2018,Taywan Taylor,89.6,WR,12,94.7,-5.10000000000001,4125
211.0,2018,Ryan Grant,74.4,WR,12,94.7,-20.3,2093
215.7,2018,Quincy Enunwa,88.9,WR,12,94.7,-5.8,1854
232.7,2018,Tre'Quan Smith,100.7,WR,12,94.7,6.0,5026
235.3,2018,Albert Wilson,90.7,WR,13,78.35,12.35,2025
235.7,2018,Terrelle Pryor Sr.,53.1,WR,13,78.35,-25.25,1020
239.0,2018,Cole Beasley,150.2,WR,13,78.35,71.85,1144
239.7,2018,Phillip Dorsett,81.9,WR,13,78.35,3.55000000000001,2334
248.0,2018,Brandon Marshall,30.6,WR,13,78.35,-47.75,648
252.3,2018,Cordarrelle Patterson,92.5,WR,13,78.35,14.15,
256.0,2018,Antonio Callaway,132.3,WR,14,90.55,41.75,5310
258.7,2018,Corey Coleman,12.6,WR,14,90.55,-77.95,3177
258.7,2018,Jermaine Kearse,80.1,WR,14,90.55,-10.45,1290
258.7,2018,Dante Pettis,103.5,WR,14,90.55,12.95,4992
263.0,2018,Terrance Williams,3.8,WR,14,90.55,-86.75,1490
264.0,2018,Taylor Gabriel,153.9,WR,14,90.55,63.35,1903
267.0,2018,Jaron Brown,60.6,WR,15,60.7,-0.100000000000001,1684
269.7,2018,Kevin White,13.2,WR,15,60.7,-47.5,2312
269.7,2018,Tavon Austin,39.5,WR,15,60.7,-21.2,1567
274.0,2018,Willie Snead IV,134.4,WR,15,60.7,73.7,1911
276.7,2018,Jake Kumerow,24.3,WR,15,60.7,-36.4,2821
282.0,2018,DJ Chark Jr.,31.4,WR,15,60.7,-29.3,4951
282.0,2018,Chester Rogers,113.1,WR,16,47.55,65.55,3582
282.7,2018,Zay Jones,163.2,WR,16,47.55,115.65,4080
283.7,2018,Travis Benjamin,40.7,WR,16,47.55,-6.84999999999999,1077
283.7,2018,Trent Taylor,53.5,WR,16,47.55,5.95,4218
285.7,2018,Torrey Smith,48.0,WR,16,47.55,0.450000000000003,826
287.0,2018,Keke Coutee,62.7,WR,16,47.55,15.15,5007
290.7,2018,Tyler Boyd,221.1,WR,17,50.1,171.0,3225
292.0,2018,Laquon Treadwell,71.2,WR,17,50.1,21.1,3155
292.7,2018,Curtis Samuel,138.8,WR,17,50.1,88.7,4082
295.5,2018,Brice Butler,18.0,WR,17,50.1,-32.1,1471
298.3,2018,Chad Williams,41.0,WR,17,50.1,-9.1,4128
303.0,2018,J.J. Nelson,13.4,WR,17,50.1,-36.7,2462
304.0,2018,J'Mon Moore,3.5,WR,18,55.85,-52.35,5006
305.0,2018,Marquez Valdes-Scantling,111.0,WR,18,55.85,55.15,5086
307.0,2018,Equanimeous St. Brown,54.3,WR,18,55.85,-1.55,5323
314.5,2018,Adam Humphries,188.7,WR,18,55.85,132.85,2822
326.0,2018,Josh Reynolds,100.0,WR,18,55.85,44.15,4171
333.0,2018,Javon Wims,7.2,WR,18,55.85,-48.65,5111
334.0,2018,Bruce Ellington,59.6,WR,19,45.5,14.1,2255
349.0,2018,Brandon LaFell,37.5,WR,19,45.5,-8.0,613
358.0,2018,Jeremy Kerley,2.7,WR,19,45.5,-42.8,817
360.5,2018,David Moore,101.0,WR,19,45.5,55.5,4274
361.0,2018,Deonte Thompson,33.1,WR,19,45.5,-12.4,1061
374.0,2018,DaeSean Hamilton,66.3,WR,19,45.5,20.8,4998
375.0,2018,Demarcus Robinson,74.8,WR,20,25.7,49.1,3286
379.0,2018,Ryan Switzer,69.4,WR,20,25.7,43.7,4162
386.0,2018,Kamar Aiken,11.3,WR,20,25.7,-14.4,794
394.0,2018,Cody Latimer,36.0,WR,20,25.7,10.3,2004
395.0,2018,Jakeem Grant Sr.,60.3,WR,20,25.7,34.6,3342
396.0,2018,Rashard Higgins,120.2,WR,20,25.7,94.5,3328
400.0,2018,Auden Tate,7.5,WR,21,21.7,-14.2,5130
403.0,2018,Chris Conley,95.4,WR,21,21.7,73.7,2381
404.0,2018,Tajae Sharpe,71.2,WR,21,21.7,49.5,3297
411.0,2018,Ray-Ray McCloud III,9.0,WR,21,21.7,-12.7,5096
414.0,2018,Richie James,28.0,WR,21,21.7,6.3,5137
417.0,2018,Shelton Gibson,5.8,WR,21,21.7,-15.9,4214
418.0,2018,Charone Peake,4.5,WR,22,17.7,-13.2,3396
421.0,2018,Allen Lazard,1.7,WR,22,17.7,-16.0,5185
425.0,2018,Russell Shepard,40.8,WR,22,17.7,23.1,1333
441.0,2018,Chad Beebe,7.9,WR,22,17.7,-9.8,5570
451.0,2018,Gehrig Dieter,3.2,WR,22,17.7,-14.5,4489
453.0,2018,Seth Roberts,106.9,WR,22,17.7,89.2,2039
454.0,2018,Daurice Fountain,0.0,WR,23,22.5,-22.5,5102
455.0,2018,Marcus Johnson,22.0,WR,23,22.5,-0.5,3445
456.0,2018,Trey Quinn,22.5,WR,23,22.5,0.0,5139
459.0,2018,Kendrick Bourne,114.7,WR,23,22.5,92.2,4454
461.0,2018,Aldrick Robinson,70.1,WR,23,22.5,47.6,919
475.0,2018,Justin Hunter,5.1,WR,23,22.5,-17.4,1418
476.0,2018,Zach Pascal,66.8,WR,24,18.6,48.2,4319
479.0,2018,Josh Malone,2.2,WR,24,18.6,-16.4,4160
481.0,2018,Robert Foster,99.1,WR,24,18.6,80.5,5250
485.0,2018,Breshad Perriman,62.2,WR,24,18.6,43.6,2331
486.0,2018,Darrius Heyward-Bey,1.2,WR,24,18.6,-17.4,394
487.0,2018,Jarius Wright,97.6,WR,24,18.6,79.0,1215
490.0,2018,Noah Brown,10.4,WR,25,20.85,-10.45,4234
493.0,2018,Chris Moore,46.3,WR,25,20.85,25.45,3269
21.7,2019,Patrick Mahomes,294.0,QB,0,307.2,-13.2,4046
50.7,2019,Deshaun Watson,329.4,QB,0,307.2,22.2,4017
60.7,2019,Aaron Rodgers,284.1,QB,0,307.2,-23.1,96
68.3,2019,Baker Mayfield,252.2,QB,0,307.2,-55.0,4892
73.3,2019,Matt Ryan,289.3,QB,0,307.2,-17.9,24
79.7,2019,Carson Wentz,292.9,QB,0,307.2,-14.3,3161
88.7,2019,Jared Goff,273.5,QB,1,286.7,-13.2,3163
92.3,2019,Cam Newton,21.1,QB,1,286.7,-265.6,954
96.3,2019,Drew Brees,228.8,QB,1,286.7,-57.9,289
97.3,2019,Russell Wilson,335.6,QB,1,286.7,48.9,1234
100.3,2019,Jameis Winston,337.4,QB,1,286.7,50.7,2306
104.0,2019,Kyler Murray,294.9,QB,1,286.7,8.19999999999999,5849
105.0,2019,Ben Roethlisberger,13.7,QB,2,259.25,-245.55,138
105.0,2019,Lamar Jackson,425.7,QB,2,259.25,166.45,4881
119.3,2019,Philip Rivers,259.5,QB,2,259.25,0.25,331
122.0,2019,Kirk Cousins,254.5,QB,2,259.25,-4.75,1166
123.0,2019,Dak Prescott,350.7,QB,2,259.25,91.45,3294
128.7,2019,Tom Brady,271.7,QB,2,259.25,12.45,167
134.7,2019,Josh Allen,299.6,QB,3,209.0,90.6,4984
145.0,2019,Jimmy Garoppolo,266.3,QB,3,209.0,57.3,1837
157.7,2019,Sam Darnold,202.2,QB,3,209.0,-6.80000000000001,4943
158.0,2019,Derek Carr,258.4,QB,3,209.0,49.4,2028
164.3,2019,Matthew Stafford,177.6,QB,3,209.0,-31.4,421
184.7,2019,Nick Foles,41.7,QB,3,209.0,-167.3,1029
194.0,2019,Andy Dalton,220.9,QB,4,174.65,46.25,829
198.0,2019,Jacoby Brissett,230.5,QB,4,174.65,55.85,3257
202.3,2019,Joe Flacco,93.9,QB,4,174.65,-80.75,19
209.3,2019,Marcus Mariota,87.0,QB,4,174.65,-87.65,2307
228.3,2019,Eli Manning,61.4,QB,4,174.65,-113.25,188
233.0,2019,Ryan Fitzpatrick,252.5,QB,4,174.65,77.85,333
239.3,2019,Daniel Jones,245.7,QB,5,112.1,133.6,5870
270.5,2019,Josh Rosen,23.0,QB,5,112.1,-89.1,4863
364.0,2019,Trace McSorley,0.1,QB,5,112.1,-112.0,5974
368.0,2019,Kyle Allen,207.5,QB,5,112.1,95.4,5127
378.0,2019,Ryan Griffin,0.6,QB,5,112.1,-111.5,1550
403.0,2019,Case Keenum,114.5,QB,5,112.1,2.40000000000001,1737
403.0,2019,Jeff Driskel,60.5,QB,6,12.3,48.2,3362
424.0,2019,Gardner Minshew,243.2,QB,6,12.3,230.9,6011
427.0,2019,Tim Boyle,-0.1,QB,6,12.3,-12.4,5257
433.0,2019,Trevor Siemian,0.1,QB,6,12.3,-12.2,2549
442.0,2019,Ryan Griffin,0.6,QB,6,12.3,-11.7,1550
445.0,2019,Mike Glennon,6.2,QB,6,12.3,-6.1,1559
449.5,2019,Brian Hoyer,27.1,QB,7,25.45,1.65,345
451.5,2019,Ryan Tannehill,234.2,QB,7,25.45,208.75,1049
465.0,2019,Sean Mannion,2.5,QB,7,25.45,-22.95,2394
466.0,2019,Taysom Hill,23.8,QB,7,25.45,-1.65,
471.0,2019,Matt Moore,42.3,QB,7,25.45,16.85,233
479.0,2019,Colt McCoy,5.2,QB,7,25.45,-20.25,533
495.0,2019,Jarrett Stidham,-0.6,QB,8,29.15,-29.75,6136
505.0,2019,Ryan Finley,32.7,QB,8,29.15,3.55,5885
523.0,2019,Matt Schaub,33.9,QB,8,29.15,4.75,178
524.0,2019,Brett Hundley,6.1,QB,8,29.15,-23.05,2450
539.0,2019,Matt Barkley,11.0,QB,8,29.15,-18.15,1338
541.0,2019,Mason Rudolph,117.9,QB,8,29.15,88.75,4972
562.0,2019,Josh McCown,0.8,QB,9,17.9,-17.1,208
565.0,2019,A.J. McCarron,17.9,QB,9,17.9,0.0,1895
572.0,2019,Chase Daniel,28.0,QB,9,17.9,10.1,490
618.0,2019,Tyrod Taylor,6.0,QB,9,17.9,-11.9,827
632.0,2019,Will Grier,7.3,QB,9,17.9,-10.6,5903
634.0,2019,Drew Lock,73.0,QB,9,17.9,55.1,5854
