Player,AVG,year,fantasyPts,position,bucket,median,expected_diff
Lamar Miller,45.3,2018,174.6,RB,3,169.05,5.549999999999983
Dion Lewis,50.0,2018,162.7,RB,3,169.05,-6.350000000000023
Carlos Hyde,60.0,2018,100.4,RB,3,169.05,-68.65
Rex Burkhead,63.3,2018,51.7,RB,3,169.05,-117.35000000000001
Tevin Coleman,63.3,2018,193.6,RB,3,169.05,24.549999999999983
Marshawn Lynch,67.3,2018,79.0,RB,4,151.8,-72.80000000000001
Sony Michel,70.0,2018,141.1,RB,4,151.8,-10.700000000000017
Kerryon Johnson,74.3,2018,141.4,RB,4,151.8,-10.400000000000006
Rashaad Penny,74.7,2018,70.4,RB,4,151.8,-81.4
Jamaal Williams,76.7,2018,112.4,RB,4,151.8,-39.400000000000006
Tarik Cohen,79.7,2018,235.9,RB,4,151.8,84.1
Chris Carson,84.7,2018,205.4,RB,5,150.3,55.099999999999994
Isaiah Crowell,87.3,2018,140.7,RB,5,150.3,-9.600000000000023
Duke Johnson,89.3,2018,128.0,RB,5,150.3,-22.30000000000001
Ronald Jones,93.0,2018,20.7,RB,5,150.3,-129.60000000000002
Marlon Mack,100.0,2018,178.1,RB,5,150.3,27.799999999999983
David Johnson,103.3,2018,248.6,RB,5,150.3,98.29999999999998
James White,104.7,2018,276.6,RB,6,106.55,170.05
Peyton Barber,112.7,2018,152.3,RB,6,106.55,45.750000000000014
C.J. Anderson,113.0,2018,67.4,RB,6,106.55,-39.14999999999999
Nick Chubb,115.0,2018,194.5,RB,6,106.55,87.95
Giovani Bernard,128.3,2018,95.9,RB,6,106.55,-10.649999999999991
Ty Montgomery,130.0,2018,73.3,RB,6,106.55,-33.25
Theo Riddick,136.3,2018,116.5,RB,7,89.5,27.0
Corey Clement,137.7,2018,79.1,RB,7,89.5,-10.400000000000006
Bilal Powell,138.0,2018,62.3,RB,7,89.5,-27.200000000000003
Chris Thompson,138.3,2018,91.6,RB,7,89.5,2.0999999999999943
Devontae Booker,139.0,2018,89.8,RB,7,89.5,0.29999999999999716
Matt Breida,139.7,2018,164.5,RB,7,89.5,75.0
Latavius Murray,146.3,2018,129.9,RB,8,110.30000000000001,19.599999999999994
Adrian Peterson,147.0,2018,193.0,RB,8,110.30000000000001,82.69999999999999
D'Onta Foreman,158.0,2018,10.7,RB,8,110.30000000000001,-99.60000000000001
LeGarrette Blount,162.3,2018,88.5,RB,8,110.30000000000001,-21.80000000000001
Jordan Wilkins,163.7,2018,64.1,RB,8,110.30000000000001,-46.20000000000002
Austin Ekeler,167.0,2018,170.8,RB,8,110.30000000000001,60.5
Nyheim Miller-Hines,169.0,2018,160.8,RB,9,83.85,76.95000000000002
Alfred Morris,177.7,2018,70.1,RB,9,83.85,-13.75
Doug Martin,179.0,2018,125.9,RB,9,83.85,42.05000000000001
T.J. Yeldon,185.7,2018,175.1,RB,9,83.85,91.25
Samaje Perine,194.3,2018,6.7,RB,9,83.85,-77.14999999999999
Javorius Allen,195.0,2018,95.6,RB,9,83.85,11.75
James Conner,197.3,2018,280.0,RB,10,74.30000000000001,205.7
Spencer Ware,199.0,2018,79.0,RB,10,74.30000000000001,4.699999999999989
Frank Gore,200.7,2018,102.6,RB,10,74.30000000000001,28.299999999999983
Chris Ivory,212.3,2018,78.0,RB,10,74.30000000000001,3.6999999999999886
Kalen Ballage,225.3,2018,39.7,RB,10,74.30000000000001,-34.60000000000001
Darren Sproles,226.3,2018,61.0,RB,10,74.30000000000001,-13.300000000000011
John Kelly,227.7,2018,12.1,RB,11,56.849999999999994,-44.74999999999999
Kenneth Dixon,230.7,2018,56.4,RB,11,56.849999999999994,-0.44999999999999574
Chase Edmonds,238.0,2018,63.1,RB,11,56.849999999999994,6.250000000000007
Rod Smith,249.3,2018,33.7,RB,11,56.849999999999994,-23.14999999999999
Jonathan Stewart,251.7,2018,1.7,RB,11,56.849999999999994,-55.14999999999999
Wayne Gallman,255.3,2018,46.5,RB,11,56.849999999999994,-10.349999999999994
Jonathan Williams,261.0,2018,1.1,RB,12,20.7,-19.599999999999998
Corey Grant,263.0,2018,19.7,RB,12,20.7,-1.0
Mike Gillislee,263.7,2018,6.2,RB,12,20.7,-14.5
Ameer Abdullah,267.3,2018,5.9,RB,12,20.7,-14.799999999999999
C.J. Prosise,269.0,2018,4.9,RB,12,20.7,-15.799999999999999
Elijah McGuire,273.0,2018,90.2,RB,12,20.7,69.5
Jaylen Samuels,273.7,2018,89.5,RB,13,52.849999999999994,36.650000000000006
Phillip Lindsay,286.0,2018,222.8,RB,13,52.849999999999994,169.95000000000002
Justin Jackson,297.0,2018,61.1,RB,13,52.849999999999994,8.250000000000007
Alfred Blue,298.0,2018,97.3,RB,13,52.849999999999994,44.45
Christine Michael,301.0,2018,0.9,RB,13,52.849999999999994,-51.949999999999996
Jalen Richard,304.0,2018,160.6,RB,13,52.849999999999994,107.75
Elijhaa Penny,305.0,2018,15.5,RB,14,23.9,-8.399999999999999
De'Angelo Henderson,306.0,2018,1.9,RB,14,23.9,-22.0
Mark Walton,308.0,2018,12.5,RB,14,23.9,-11.399999999999999
Marcus Murphy,311.3,2018,38.6,RB,14,23.9,14.700000000000003
Malcolm Brown,313.0,2018,37.4,RB,14,23.9,13.5
Wendell Smallwood,317.5,2018,117.4,RB,14,23.9,93.5
Kyle Juszczyk,318.0,2018,71.4,RB,15,42.5,28.900000000000006
J.D. McKissic,319.0,2018,0.8,RB,15,42.5,-41.7
Cameron Artis-Payne,321.0,2018,17.4,RB,15,42.5,-25.1
Jacquizz Rodgers,334.5,2018,85.0,RB,15,42.5,42.5
DeAndre Washington,335.5,2018,13.4,RB,15,42.5,-29.1
Josh Adams,347.0,2018,81.9,RB,15,42.5,39.400000000000006
Kapri Bibbs,351.0,2018,61.8,RB,16,16.7,45.099999999999994
Jeremy McNichols,357.0,2018,0.4,RB,16,16.7,-16.3
Charcandrick West,362.0,2018,11.6,RB,16,16.7,-5.1
Mike Davis,364.0,2018,136.8,RB,16,16.7,120.10000000000001
Robert Turbin,381.0,2018,2.3,RB,16,16.7,-14.399999999999999
Trenton Cannon,383.0,2018,48.7,RB,16,16.7,32.0
Damien Williams,387.0,2018,100.6,RB,17,13.4,87.19999999999999
Ito Smith,389.0,2018,97.7,RB,17,13.4,84.3
Roc Thomas,392.0,2018,7.1,RB,17,13.4,-6.300000000000001
Benny Cunningham,407.0,2018,3.9,RB,17,13.4,-9.5
T.J. Logan,410.0,2018,10.9,RB,17,13.4,-2.5
Nick Bellore,415.0,2018,5.5,RB,17,13.4,-7.9
Raheem Mostert,426.0,2018,40.6,RB,18,10.4,30.200000000000003
Keith Ford,429.0,2018,13.0,RB,18,10.4,2.5999999999999996
Zach Zenner,431.0,2018,57.1,RB,18,10.4,46.7
Travaris Cadet,437.0,2018,3.2,RB,18,10.4,-7.2
Jamaal Charles,449.0,2018,3.4,RB,18,10.4,-7.0
Stevan Ridley,450.0,2018,18.8,RB,18,10.4,8.4
Byron Marshall,468.0,2018,7.9,RB,19,7.75,0.15000000000000036
Keith Smith,469.0,2018,7.3,RB,19,7.75,-0.4500000000000002
Zach Line,477.0,2018,22.5,RB,19,7.75,14.75
Mike Boone,482.0,2018,6.8,RB,19,7.75,-0.9500000000000002
Tyler Ervin,484.0,2018,6.5,RB,19,7.75,-1.25
Kenjon Barner,491.0,2018,8.4,RB,19,7.75,0.6500000000000004
Dwayne Washington,495.0,2018,15.4,RB,20,23.5,-8.1
Rob Gronkowski,20.7,2018,133.2,TE,0,159.6,-26.400000000000006
Travis Kelce,26.7,2018,296.6,TE,0,159.6,137.00000000000003
Zach Ertz,35.3,2018,280.3,TE,0,159.6,120.70000000000002
Jimmy Graham,56.3,2018,130.6,TE,0,159.6,-29.0
Evan Engram,67.3,2018,124.3,TE,0,159.6,-35.3
Trey Burton,82.3,2018,147.1,TE,0,159.6,-12.5
Kyle Rudolph,83.0,2018,151.4,TE,1,146.15,5.25
Jordan Reed,84.0,2018,121.8,TE,1,146.15,-24.35000000000001
David Njoku,106.7,2018,143.9,TE,1,146.15,-2.25
Jack Doyle,107.3,2018,62.5,TE,1,146.15,-83.65
George Kittle,115.0,2018,256.7,TE,1,146.15,110.54999999999998
Tyler Eifert,134.0,2018,38.9,TE,1,146.15,-107.25
Austin Seferian-Jenkins,153.0,2018,26.0,TE,2,113.45,-87.45
Eric Ebron,155.3,2018,224.2,TE,2,113.45,110.74999999999999
Cameron Brate,156.0,2018,94.9,TE,2,113.45,-18.549999999999997
Jared Cook,162.7,2018,193.6,TE,2,113.45,80.14999999999999
Austin Hooper,163.3,2018,161.0,TE,2,113.45,47.55
Charles Clay,164.7,2018,39.4,TE,2,113.45,-74.05000000000001
Mike Gesicki,176.0,2018,42.2,TE,3,102.85,-60.64999999999999
Benjamin Watson,176.7,2018,87.0,TE,3,102.85,-15.849999999999994
Ricky Seals-Jones,181.3,2018,74.3,TE,3,102.85,-28.549999999999997
Vance McDonald,183.0,2018,135.0,TE,3,102.85,32.150000000000006
Hayden Hurst,199.7,2018,35.3,TE,3,102.85,-67.55
Vernon Davis,225.3,2018,73.7,TE,3,102.85,-29.14999999999999
Antonio Gates,232.0,2018,73.3,TE,4,72.05,1.25
Dallas Goedert,233.0,2018,90.4,TE,4,72.05,18.35000000000001
Jake Butt,236.7,2018,16.5,TE,4,72.05,-55.55
Luke Willson,246.3,2018,21.7,TE,4,72.05,-50.349999999999994
Tyler Kroft,252.7,2018,7.6,TE,4,72.05,-64.45
Ryan Griffin,261.0,2018,54.5,TE,4,72.05,-17.549999999999997
Gerald Everett,263.3,2018,84.6,TE,5,70.5,14.099999999999994
Nick Vannett,264.3,2018,73.9,TE,5,70.5,3.4000000000000057
Adam Shaheen,268.0,2018,15.8,TE,5,70.5,-54.7
Virgil Green,275.0,2018,46.0,TE,5,70.5,-24.5
Rico Gathers,275.0,2018,7.5,TE,5,70.5,-63.0
Tyler Higbee,284.7,2018,65.2,TE,5,70.5,-5.299999999999997
Jonnu Smith,285.5,2018,63.8,TE,6,51.7,12.099999999999994
Jesse James,286.7,2018,84.3,TE,6,51.7,32.599999999999994
Ed Dickson,289.5,2018,45.2,TE,6,51.7,-6.5
Blake Jarwin,297.0,2018,75.7,TE,6,51.7,24.0
Garrett Celek,312.5,2018,26.0,TE,6,51.7,-25.700000000000003
Jordan Akins,315.7,2018,39.5,TE,6,51.7,-12.200000000000003
Mark Andrews,316.0,2018,107.2,TE,7,36.75,70.45
Jeff Heuerman,317.0,2018,71.1,TE,7,36.75,34.349999999999994
Jacob Hollister,318.5,2018,9.2,TE,7,36.75,-27.55
Michael Roberts,329.0,2018,37.0,TE,7,36.75,0.25
Chris Herndon,338.5,2018,113.2,TE,7,36.75,76.45
Marcedes Lewis,348.0,2018,6.9,TE,7,36.75,-29.85
Josh Hill,378.0,2018,40.5,TE,8,28.1,12.399999999999999
Geoff Swaim,380.0,2018,56.2,TE,8,28.1,28.1
Seth DeValve,381.0,2018,18.4,TE,8,28.1,-9.700000000000003
Ian Thomas,386.0,2018,81.3,TE,8,28.1,53.199999999999996
Hakeem Valles,388.0,2018,3.1,TE,8,28.1,-25.0
Jermaine Gresham,397.0,2018,18.4,TE,8,28.1,-9.700000000000003
Dion Sims,399.0,2018,2.9,TE,9,26.4,-23.5
Niles Paul,405.0,2018,19.5,TE,9,26.4,-6.899999999999999
Nick Boyle,406.0,2018,44.3,TE,9,26.4,17.9
Dalton Schultz,408.0,2018,23.6,TE,9,26.4,-2.799999999999997
Jordan Leggett,423.0,2018,31.4,TE,9,26.4,5.0
Dwayne Allen,424.0,2018,5.7,TE,9,26.4,-20.7
Derek Carrier,428.0,2018,19.7,TE,10,21.15,-1.4499999999999993
Richard Rodgers,430.0,2018,1.7,TE,10,21.15,-19.45
Nick O'Leary,442.0,2018,22.6,TE,10,21.15,1.4500000000000028
Clive Walford,443.0,2018,0.0,TE,10,21.15,-21.15
Darren Fells,444.0,2018,40.7,TE,10,21.15,19.550000000000004
Dan Arnold,446.0,2018,33.0,TE,10,21.15,11.850000000000001
Neal Sterling,458.0,2018,10.7,TE,11,23.049999999999997,-12.349999999999998
A.J. Derby,465.0,2018,13.8,TE,11,23.049999999999997,-9.249999999999996
Demetrius Harris,466.0,2018,46.4,TE,11,23.049999999999997,23.35
Erik Swoope,483.0,2018,34.7,TE,11,23.049999999999997,11.650000000000006
Antonio Brown,5.3,2018,323.7,WR,0,273.95000000000005,49.74999999999994
DeAndre Hopkins,9.3,2018,337.5,WR,0,273.95000000000005,63.549999999999955
Julio Jones,14.0,2018,329.9,WR,0,273.95000000000005,55.94999999999993
Michael Thomas,15.7,2018,319.5,WR,0,273.95000000000005,45.549999999999955
Keenan Allen,16.7,2018,260.1,WR,0,273.95000000000005,-13.850000000000023
Davante Adams,19.0,2018,327.6,WR,0,273.95000000000005,53.64999999999998
A.J. Green,20.3,2018,151.4,WR,1,227.8,-76.4
Mike Evans,23.7,2018,286.4,WR,1,227.8,58.599999999999966
Tyreek Hill,25.3,2018,328.0,WR,1,227.8,100.19999999999999
T.Y. Hilton,27.7,2018,239.0,WR,1,227.8,11.199999999999989
Stefon Diggs,30.0,2018,264.3,WR,1,227.8,36.5
Adam Thielen,30.7,2018,307.3,WR,1,227.8,79.5
Doug Baldwin,34.3,2018,141.8,WR,2,227.45,-85.64999999999998
Amari Cooper,35.3,2018,219.5,WR,2,227.45,-7.949999999999989
Larry Fitzgerald,36.7,2018,178.4,WR,2,227.45,-49.04999999999998
Jarvis Landry,42.0,2018,214.6,WR,2,227.45,-12.849999999999994
JuJu Smith-Schuster,42.3,2018,296.9,WR,2,227.45,69.44999999999999
Demaryius Thomas,44.7,2018,156.7,WR,2,227.45,-70.75
Brandin Cooks,45.0,2018,243.2,WR,3,197.4,45.79999999999998
Allen Robinson,48.3,2018,155.3,WR,3,197.4,-42.099999999999994
Golden Tate,49.0,2018,180.9,WR,3,197.4,-16.5
Josh Gordon,50.3,2018,138.7,WR,3,197.4,-58.70000000000002
Marvin Jones,53.3,2018,115.8,WR,3,197.4,-81.60000000000001
Chris Hogan,56.7,2018,106.2,WR,3,197.4,-91.2
Marquise Goodwin,60.7,2018,87.4,WR,4,164.2,-76.79999999999998
Corey Davis,62.0,2018,183.6,WR,4,164.2,19.400000000000006
Michael Crabtree,66.7,2018,132.7,WR,4,164.2,-31.5
Emmanuel Sanders,68.0,2018,193.1,WR,4,164.2,28.900000000000006
Julian Edelman,69.0,2018,205.7,WR,4,164.2,41.5
Alshon Jeffery,74.0,2018,185.3,WR,4,164.2,21.100000000000023
Sammy Watkins,78.7,2018,115.1,WR,5,143.10000000000002,-28.00000000000003
Devin Funchess,82.0,2018,122.9,WR,5,143.10000000000002,-20.200000000000017
Cooper Kupp,84.0,2018,135.1,WR,5,143.10000000000002,-8.000000000000028
Jamison Crowder,85.0,2018,82.8,WR,5,143.10000000000002,-60.300000000000026
Robert Woods,86.3,2018,265.6,WR,5,143.10000000000002,122.5
Robbie Chosen,91.3,2018,160.4,WR,5,143.10000000000002,17.299999999999983
Pierre Garcon,91.7,2018,58.6,WR,6,141.4,-82.80000000000001
Nelson Agholor,95.7,2018,164.8,WR,6,141.4,23.400000000000006
Randall Cobb,98.7,2018,88.3,WR,6,141.4,-53.10000000000001
Jordy Nelson,103.0,2018,154.7,WR,6,141.4,13.299999999999983
Sterling Shepard,106.0,2018,180.5,WR,6,141.4,39.099999999999994
Kenny Stills,109.3,2018,128.3,WR,6,141.4,-13.099999999999994
Kelvin Benjamin,113.0,2018,69.0,WR,7,114.2,-45.2
DeVante Parker,123.7,2018,60.9,WR,7,114.2,-53.300000000000004
Mike Williams,129.0,2018,178.2,WR,7,114.2,63.999999999999986
Allen Hurns,130.3,2018,61.5,WR,7,114.2,-52.7
DJ Moore,135.3,2018,161.3,WR,7,114.2,47.10000000000001
Kenny Golladay,136.0,2018,207.1,WR,7,114.2,92.89999999999999
Cameron Meredith,136.7,2018,26.4,WR,8,126.1,-99.69999999999999
Keelan Cole,142.7,2018,93.1,WR,8,126.1,-33.0
Calvin Ridley,143.7,2018,208.8,WR,8,126.1,82.70000000000002
Tyler Lockett,146.0,2018,220.4,WR,8,126.1,94.30000000000001
Michael Gallup,149.0,2018,95.7,WR,8,126.1,-30.39999999999999
Josh Doctson,150.7,2018,109.2,WR,8,126.1,-16.89999999999999
John Brown,156.3,2018,143.9,WR,9,98.55000000000001,45.349999999999994
Chris Godwin,157.0,2018,185.2,WR,9,98.55000000000001,86.64999999999998
Rishard Matthews,157.7,2018,7.4,WR,9,98.55000000000001,-91.15
Anthony Miller,158.3,2018,119.9,WR,9,98.55000000000001,21.349999999999994
Dede Westbrook,164.7,2018,177.5,WR,9,98.55000000000001,78.94999999999999
Paul Richardson,170.0,2018,59.1,WR,9,98.55000000000001,-39.45000000000001
DeSean Jackson,173.7,2018,151.3,WR,10,101.9,49.400000000000006
Mohamed Sanu,174.0,2018,178.2,WR,10,101.9,76.29999999999998
Tyrell Williams,177.3,2018,137.8,WR,10,101.9,35.900000000000006
John Ross,180.3,2018,84.9,WR,10,101.9,-17.0
Ted Ginn,183.3,2018,52.5,WR,10,101.9,-49.400000000000006
Martavis Bryant,186.3,2018,47.9,WR,10,101.9,-54.00000000000001
Geronimo Allison,187.0,2018,62.3,WR,11,74.25,-11.950000000000003
Courtland Sutton,194.0,2018,136.3,WR,11,74.25,62.05000000000001
Christian Kirk,196.0,2018,123.5,WR,11,74.25,49.25
Danny Amendola,199.3,2018,122.3,WR,11,74.25,48.05
James Washington,203.0,2018,43.7,WR,11,74.25,-30.549999999999997
Donte Moncrief,204.0,2018,132.8,WR,11,74.25,58.55000000000001
Mike Wallace,205.3,2018,0.0,WR,12,95.5,-95.5
Jordan Matthews,208.0,2018,62.0,WR,12,95.5,-33.5
Taywan Taylor,209.7,2018,89.6,WR,12,95.5,-5.900000000000006
Ryan Grant,211.0,2018,74.4,WR,12,95.5,-21.099999999999994
Quincy Enunwa,215.7,2018,88.9,WR,12,95.5,-6.599999999999994
Tre'Quan Smith,232.7,2018,100.7,WR,12,95.5,5.200000000000003
Albert Wilson,235.3,2018,90.7,WR,13,78.35,12.350000000000009
Terrelle Pryor,235.7,2018,53.1,WR,13,78.35,-25.249999999999993
Cole Beasley,239.0,2018,150.2,WR,13,78.35,71.85
Phillip Dorsett,239.7,2018,81.9,WR,13,78.35,3.5500000000000114
Brandon Marshall,248.0,2018,30.6,WR,13,78.35,-47.74999999999999
Cordarrelle Patterson,252.3,2018,92.5,WR,13,78.35,14.150000000000006
Antonio Callaway,256.0,2018,132.3,WR,14,82.2,50.10000000000001
Corey Coleman,258.7,2018,12.6,WR,14,82.2,-69.60000000000001
Jermaine Kearse,258.7,2018,80.1,WR,14,82.2,-2.1000000000000085
Dante Pettis,258.7,2018,103.5,WR,14,82.2,21.299999999999997
Terrance Williams,263.0,2018,3.8,WR,14,82.2,-78.4
Taylor Gabriel,264.0,2018,153.9,WR,14,82.2,71.7
Jaron Brown,267.0,2018,60.6,WR,15,54.0,6.600000000000001
Kevin White,269.7,2018,13.2,WR,15,54.0,-40.8
Tavon Austin,269.7,2018,39.5,WR,15,54.0,-14.5
Willie Snead,274.0,2018,134.4,WR,15,54.0,80.4
Jake Kumerow,276.7,2018,24.3,WR,15,54.0,-29.7
DJ Chark,282.0,2018,31.4,WR,15,54.0,-22.6
Chester Rogers,282.0,2018,113.1,WR,16,48.7,64.39999999999999
Zay Jones,282.7,2018,163.2,WR,16,48.7,114.49999999999999
Travis Benjamin,283.7,2018,40.7,WR,16,48.7,-8.0
Trent Taylor,283.7,2018,53.5,WR,16,48.7,4.799999999999997
Torrey Smith,285.7,2018,48.0,WR,16,48.7,-0.7000000000000028
Keke Coutee,287.0,2018,62.7,WR,16,48.7,14.0
Tyler Boyd,290.7,2018,221.1,WR,17,54.85,166.25
Laquon Treadwell,292.0,2018,71.2,WR,17,54.85,16.35
Curtis Samuel,292.7,2018,138.8,WR,17,54.85,83.95000000000002
Brice Butler,295.5,2018,18.0,WR,17,54.85,-36.85
Chad Williams,298.3,2018,41.0,WR,17,54.85,-13.850000000000001
J.J. Nelson,303.0,2018,13.4,WR,17,54.85,-41.45
J'Mon Moore,304.0,2018,3.5,WR,18,54.4,-50.9
Marquez Valdes-Scantling,305.0,2018,111.0,WR,18,54.4,56.6
Equanimeous St. Brown,307.0,2018,54.3,WR,18,54.4,-0.10000000000000142
Adam Humphries,314.5,2018,188.7,WR,18,54.4,134.29999999999998
Josh Reynolds,326.0,2018,100.0,WR,18,54.4,45.6
Javon Wims,333.0,2018,7.2,WR,18,54.4,-47.199999999999996
Bruce Ellington,334.0,2018,59.6,WR,19,41.7,17.9
Brandon LaFell,349.0,2018,37.5,WR,19,41.7,-4.200000000000003
Jeremy Kerley,358.0,2018,2.7,WR,19,41.7,-39.0
David Moore,360.5,2018,101.0,WR,19,41.7,59.3
Deonte Thompson,361.0,2018,33.1,WR,19,41.7,-8.600000000000001
DaeSean Hamilton,374.0,2018,66.3,WR,19,41.7,24.599999999999994
Demarcus Robinson,375.0,2018,74.8,WR,20,24.75,50.05
Ryan Switzer,379.0,2018,69.4,WR,20,24.75,44.650000000000006
Kamar Aiken,386.0,2018,11.3,WR,20,24.75,-13.45
Cody Latimer,394.0,2018,36.0,WR,20,24.75,11.25
Jakeem Grant,395.0,2018,60.3,WR,20,24.75,35.55
Rashard Higgins,396.0,2018,120.2,WR,20,24.75,95.45
Auden Tate,400.0,2018,7.5,WR,21,9.0,-1.5
Chris Conley,403.0,2018,95.4,WR,21,9.0,86.4
Tajae Sharpe,404.0,2018,71.2,WR,21,9.0,62.2
Ray-Ray McCloud,411.0,2018,9.0,WR,21,9.0,0.0
Richie James,414.0,2018,28.0,WR,21,9.0,19.0
Shelton Gibson,417.0,2018,5.8,WR,21,9.0,-3.2
Charone Peake,418.0,2018,4.5,WR,22,21.95,-17.45
Allen Lazard,421.0,2018,1.7,WR,22,21.95,-20.25
Russell Shepard,425.0,2018,40.8,WR,22,21.95,18.849999999999998
Chad Beebe,441.0,2018,7.9,WR,22,21.95,-14.049999999999999
Gehrig Dieter,451.0,2018,3.2,WR,22,21.95,-18.75
Seth Roberts,453.0,2018,106.9,WR,22,21.95,84.95
Daurice Fountain,454.0,2018,0.0,WR,23,22.25,-22.25
Marcus Johnson,455.0,2018,22.0,WR,23,22.25,-0.25
Trey Quinn,456.0,2018,22.5,WR,23,22.25,0.25
Kendrick Bourne,459.0,2018,114.7,WR,23,22.25,92.45
Aldrick Robinson,461.0,2018,70.1,WR,23,22.25,47.849999999999994
Justin Hunter,475.0,2018,5.1,WR,23,22.25,-17.15
Zach Pascal,476.0,2018,66.8,WR,24,18.1,48.699999999999996
Josh Malone,479.0,2018,2.2,WR,24,18.1,-15.900000000000002
Robert Foster,481.0,2018,99.1,WR,24,18.1,81.0
Breshad Perriman,485.0,2018,62.2,WR,24,18.1,44.1
Darrius Heyward-Bey,486.0,2018,1.2,WR,24,18.1,-16.900000000000002
Jarius Wright,487.0,2018,97.6,WR,24,18.1,79.5
Noah Brown,490.0,2018,10.4,WR,25,26.8,-16.4
Chris Moore,493.0,2018,46.3,WR,25,26.8,19.499999999999996
Patrick Mahomes,21.7,2019,294.0,QB,0,307.2,-13.199999999999989
Deshaun Watson,50.7,2019,329.4,QB,0,307.2,22.19999999999999
Aaron Rodgers,60.7,2019,284.1,QB,0,307.2,-23.099999999999966
Baker Mayfield,68.3,2019,252.2,QB,0,307.2,-55.0
Matt Ryan,73.3,2019,289.3,QB,0,307.2,-17.899999999999977
Carson Wentz,79.7,2019,292.9,QB,0,307.2,-14.300000000000011
Jared Goff,88.7,2019,273.5,QB,1,286.7,-13.199999999999989
Cam Newton,92.3,2019,21.1,QB,1,286.7,-265.59999999999997
Drew Brees,96.3,2019,228.8,QB,1,286.7,-57.89999999999998
Russell Wilson,97.3,2019,335.6,QB,1,286.7,48.900000000000034
Jameis Winston,100.3,2019,337.4,QB,1,286.7,50.69999999999999
Kyler Murray,104.0,2019,294.9,QB,1,286.7,8.199999999999989
Ben Roethlisberger,105.0,2019,13.7,QB,2,259.25,-245.55
Lamar Jackson,105.0,2019,425.7,QB,2,259.25,166.45
Philip Rivers,119.3,2019,259.5,QB,2,259.25,0.25
Kirk Cousins,122.0,2019,254.5,QB,2,259.25,-4.75
Dak Prescott,123.0,2019,350.7,QB,2,259.25,91.44999999999999
Tom Brady,128.7,2019,271.7,QB,2,259.25,12.449999999999989
Josh Allen,134.7,2019,299.6,QB,3,209.0,90.60000000000002
Jimmy Garoppolo,145.0,2019,266.3,QB,3,209.0,57.30000000000001
Sam Darnold,157.7,2019,202.2,QB,3,209.0,-6.800000000000011
Derek Carr,158.0,2019,258.4,QB,3,209.0,49.39999999999998
Matthew Stafford,164.3,2019,177.6,QB,3,209.0,-31.400000000000006
Nick Foles,184.7,2019,41.7,QB,3,209.0,-167.3
Andy Dalton,194.0,2019,220.9,QB,4,174.65,46.25
Jacoby Brissett,198.0,2019,230.5,QB,4,174.65,55.849999999999994
Joe Flacco,202.3,2019,93.9,QB,4,174.65,-80.75
Marcus Mariota,209.3,2019,87.0,QB,4,174.65,-87.65
Eli Manning,228.3,2019,61.4,QB,4,174.65,-113.25
Ryan Fitzpatrick,233.0,2019,252.5,QB,4,174.65,77.85
Daniel Jones,239.3,2019,245.7,QB,5,112.1,133.6
Josh Rosen,270.5,2019,23.0,QB,5,112.1,-89.1
Trace McSorley,364.0,2019,0.1,QB,5,112.1,-112.0
Kyle Allen,368.0,2019,207.5,QB,5,112.1,95.4
Ryan Griffin,378.0,2019,0.6,QB,5,112.1,-111.5
Case Keenum,403.0,2019,114.5,QB,5,112.1,2.4000000000000057
Jeff Driskel,403.0,2019,60.5,QB,6,14.9,45.6
Gardner Minshew,424.0,2019,243.2,QB,6,14.9,228.29999999999998
Tim Boyle,427.0,2019,-0.1,QB,6,14.9,-15.0
Trevor Siemian,433.0,2019,0.1,QB,6,14.9,-14.8
Ryan Griffin,442.0,2019,0.6,QB,6,14.9,-14.3
Mike Glennon,445.0,2019,6.2,QB,6,14.9,-8.7
Brian Hoyer,449.5,2019,27.1,QB,7,25.450000000000003,1.6499999999999986
Ryan Tannehill,451.5,2019,234.2,QB,7,25.450000000000003,208.75
Sean Mannion,465.0,2019,2.5,QB,7,25.450000000000003,-22.950000000000003
Taysom Hill,466.0,2019,23.8,QB,7,25.450000000000003,-1.6500000000000021
Matt Moore,471.0,2019,42.3,QB,7,25.450000000000003,16.849999999999994
Colt McCoy,479.0,2019,5.2,QB,7,25.450000000000003,-20.250000000000004
Jarrett Stidham,495.0,2019,-0.6,QB,8,29.150000000000002,-29.750000000000004
Ryan Finley,505.0,2019,32.7,QB,8,29.150000000000002,3.5500000000000007
Matt Schaub,523.0,2019,33.9,QB,8,29.150000000000002,4.7499999999999964
Brett Hundley,524.0,2019,6.1,QB,8,29.150000000000002,-23.050000000000004
Matt Barkley,539.0,2019,11.0,QB,8,29.150000000000002,-18.150000000000002
Mason Rudolph,541.0,2019,117.9,QB,8,29.150000000000002,88.75
Josh McCown,562.0,2019,0.8,QB,9,18.0,-17.2
Chase Daniel,572.0,2019,28.0,QB,9,18.0,10.0
Tyrod Taylor,618.0,2019,6.0,QB,9,18.0,-12.0
Will Grier,632.0,2019,7.3,QB,9,18.0,-10.7
Drew Lock,634.0,2019,73.0,QB,9,18.0,55.0
Robert Griffin,636.0,2019,18.0,QB,9,18.0,0.0
Teddy Bridgewater,644.0,2019,92.5,QB,10,2.8,89.7
Blake Bortles,645.0,2019,-0.8,QB,10,2.8,-3.5999999999999996
Nick Mullens,652.0,2019,-0.3,QB,10,2.8,-3.0999999999999996
Saquon Barkley,1.0,2019,244.1,RB,0,239.39999999999998,4.700000000000017
